Es,Sx,Sxx,Sy,Syy,PQ-20,PQ-19,PQ-18,PQ-17,PQ-16,PQ-15,PQ-14,PQ-13,PQ-12,PQ-11,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.0005716564336474213+0j),[9.33028592e-05],[1.],[0.04779565],[1.],"(array([0.0058974]), array([0.00938608]))","(array([0.00144384]), array([-1.50552314e-15]))","(array([0.00232152]), array([3.78711819e-16]))","(array([0.00319108]), array([4.36868423e-15]))","(array([0.00407583]), array([2.48607558e-15]))","(array([0.004918]), array([8.69530142e-17]))","(array([0.00574489]), array([-2.96876239e-15]))","(array([0.00642766]), array([-1.69482484e-15]))","(array([0.0070575]), array([3.22420042e-15]))","(array([0.0078148]), array([2.84559702e-15]))","(array([0.00857256]), array([-1.89952221e-16]))","(array([0.00923995]), array([-3.96297578e-15]))","(array([0.00986275]), array([-4.44869835e-15]))","(array([0.01048805]), array([-2.03483064e-15]))","(array([0.01099878]), array([1.00483857e-15]))","(array([0.01118737]), array([2.33840725e-15]))","(array([0.01111156]), array([2.68188249e-15]))","(array([0.01105153]), array([1.81452076e-15]))","(array([0.01095446]), array([1.43114687e-15]))","(array([0.01087141]), array([5.80265003e-16]))","(array([0.01083203]), array([1.05192493e-05]))"
(0.0005128025851542034+0j),[0.00036335],[1.],[0.04526713],[1.],"(array([0.00664541]), array([0.00911236]))","(array([0.00232152]), array([-9.84130312e-16]))","(array([0.00319108]), array([2.49030397e-15]))","(array([0.00407583]), array([7.05381933e-16]))","(array([0.004918]), array([-9.6840938e-16]))","(array([0.00574489]), array([-3.10884131e-15]))","(array([0.00642766]), array([-9.14632953e-16]))","(array([0.0070575]), array([4.87066984e-15]))","(array([0.0078148]), array([5.15538133e-15]))","(array([0.00857256]), array([2.29959281e-15]))","(array([0.00923995]), array([-1.91643576e-15]))","(array([0.00986275]), array([-3.55011159e-15]))","(array([0.01048805]), array([-2.80027737e-15]))","(array([0.01099878]), array([-1.62153277e-15]))","(array([0.01118737]), array([-1.55821536e-15]))","(array([0.01111156]), array([2.53052787e-15]))","(array([0.01105153]), array([4.84725107e-15]))","(array([0.01095446]), array([7.25678198e-15]))","(array([0.01087141]), array([7.41377446e-15]))","(array([0.01083203]), array([1.05192493e-05]))","(array([0.01049232]), array([5.14843758e-05]))"
(0.0004717067077325088+0j),[0.00078703],[1.],[0.04340967],[1.],"(array([0.00720811]), array([0.00872322]))","(array([0.00319108]), array([6.99093561e-16]))","(array([0.00407583]), array([-1.47006973e-15]))","(array([0.004918]), array([-3.01451572e-15]))","(array([0.00574489]), array([-4.79304096e-15]))","(array([0.00642766]), array([-1.72908562e-15]))","(array([0.0070575]), array([5.2501406e-15]))","(array([0.0078148]), array([7.30253531e-15]))","(array([0.00857256]), array([5.56195714e-15]))","(array([0.00923995]), array([2.46547574e-15]))","(array([0.00986275]), array([1.71347311e-15]))","(array([0.01048805]), array([2.65586164e-15]))","(array([0.01099878]), array([-3.90226046e-15]))","(array([0.01118737]), array([-5.50687967e-15]))","(array([0.01111156]), array([-3.16890611e-15]))","(array([0.01105153]), array([-3.19059015e-15]))","(array([0.01095446]), array([-3.4434261e-15]))","(array([0.01087141]), array([2.56877852e-14]))","(array([0.01083203]), array([1.05192493e-05]))","(array([0.01049232]), array([5.14843758e-05]))","(array([0.00999782]), array([0.0001297]))"
(0.00042888460907219864+0j),[0.00135522],[1.],[0.04137705],[1.],"(array([0.00776153]), array([0.0083993]))","(array([0.00407583]), array([-3.38206026e-15]))","(array([0.004918]), array([-3.74244906e-15]))","(array([0.00574489]), array([-4.15856585e-15]))","(array([0.00642766]), array([5.03069808e-17]))","(array([0.0070575]), array([7.97409014e-15]))","(array([0.0078148]), array([1.0814483e-14]))","(array([0.00857256]), array([9.28445688e-15]))","(array([0.00923995]), array([4.63041064e-15]))","(array([0.00986275]), array([-8.27029417e-16]))","(array([0.01048805]), array([-7.50875057e-15]))","(array([0.01099878]), array([-2.05534374e-14]))","(array([0.01118737]), array([-2.54280104e-14]))","(array([0.01111156]), array([-2.45701896e-14]))","(array([0.01105153]), array([-2.6586372e-14]))","(array([0.01095446]), array([-2.89208761e-14]))","(array([0.01087141]), array([8.13498574e-15]))","(array([0.01083203]), array([1.05192494e-05]))","(array([0.01049232]), array([5.14843758e-05]))","(array([0.00999782]), array([0.0001297]))","(array([0.00955924]), array([0.00024153]))"
(0.00040948070084679996+0j),[0.00206364],[1.],[0.04039938],[1.],"(array([0.00835194]), array([0.00817735]))","(array([0.004918]), array([-1.98942425e-14]))","(array([0.00574489]), array([-2.09190304e-14]))","(array([0.00642766]), array([-1.54663608e-14]))","(array([0.0070575]), array([-3.28599994e-15]))","(array([0.0078148]), array([7.41420814e-15]))","(array([0.00857256]), array([1.52909369e-14]))","(array([0.00923995]), array([1.56953443e-14]))","(array([0.00986275]), array([7.52219467e-15]))","(array([0.01048805]), array([-8.52746693e-15]))","(array([0.01099878]), array([-3.31891632e-14]))","(array([0.01118737]), array([-4.45633114e-14]))","(array([0.01111156]), array([-4.7838903e-14]))","(array([0.01105153]), array([-5.3000139e-14]))","(array([0.01095446]), array([-5.96328542e-14]))","(array([0.01087141]), array([-2.83041819e-14]))","(array([0.01083203]), array([1.05192494e-05]))","(array([0.01049232]), array([5.14843759e-05]))","(array([0.00999782]), array([0.0001297]))","(array([0.00955924]), array([0.00024153]))","(array([0.00921984]), array([0.00038546]))"
(0.0004128684277512953+0j),[0.00289724],[1.],[0.0405159],[1.],"(array([0.008995]), array([0.00818019]))","(array([0.00574489]), array([-4.74789479e-14]))","(array([0.00642766]), array([-4.01412844e-14]))","(array([0.0070575]), array([-2.00033132e-14]))","(array([0.0078148]), array([5.22303555e-15]))","(array([0.00857256]), array([2.82170121e-14]))","(array([0.00923995]), array([3.61403615e-14]))","(array([0.00986275]), array([2.70894418e-14]))","(array([0.01048805]), array([2.82976767e-15]))","(array([0.01099878]), array([-3.37976175e-14]))","(array([0.01118737]), array([-5.13417434e-14]))","(array([0.01111156]), array([-6.01801595e-14]))","(array([0.01105153]), array([-7.13409366e-14]))","(array([0.01095446]), array([-8.45335087e-14]))","(array([0.01087141]), array([-5.82984182e-14]))","(array([0.01083203]), array([1.05192494e-05]))","(array([0.01049232]), array([5.1484376e-05]))","(array([0.00999782]), array([0.0001297]))","(array([0.00955924]), array([0.00024153]))","(array([0.00921984]), array([0.00038546]))","(array([0.00912275]), array([0.00055931]))"
(0.00041763274197997765+0j),[0.00384687],[1.],[0.0406718],[1.],"(array([0.00966313]), array([0.00830731]))","(array([0.00642766]), array([-6.23758857e-14]))","(array([0.0070575]), array([-3.11922797e-14]))","(array([0.0078148]), array([1.21346076e-14]))","(array([0.00857256]), array([5.18647625e-14]))","(array([0.00923995]), array([6.9000361e-14]))","(array([0.00986275]), array([5.99771968e-14]))","(array([0.01048805]), array([2.58079148e-14]))","(array([0.01099878]), array([-2.47774891e-14]))","(array([0.01118737]), array([-4.83289624e-14]))","(array([0.01111156]), array([-6.55001227e-14]))","(array([0.01105153]), array([-8.56480685e-14]))","(array([0.01095446]), array([-1.06120408e-13]))","(array([0.01087141]), array([-8.66646165e-14]))","(array([0.01083203]), array([1.05192494e-05]))","(array([0.01049232]), array([5.1484376e-05]))","(array([0.00999782]), array([0.0001297]))","(array([0.00955924]), array([0.00024153]))","(array([0.00921984]), array([0.00038546]))","(array([0.00912275]), array([0.00055931]))","(array([0.00915347]), array([0.00076036]))"
(0.00044119043251334545+0j),[0.00487933],[1.],[0.04170551],[1.],"(array([0.01021943]), array([0.0085352]))","(array([0.0070575]), array([-6.68809626e-14]))","(array([0.0078148]), array([1.00462173e-15]))","(array([0.00857256]), array([6.62727252e-14]))","(array([0.00923995]), array([1.04180987e-13]))","(array([0.00986275]), array([1.0232093e-13]))","(array([0.01048805]), array([5.50865777e-14]))","(array([0.01099878]), array([-1.47403791e-14]))","(array([0.01118737]), array([-4.48360966e-14]))","(array([0.01111156]), array([-7.1432877e-14]))","(array([0.01105153]), array([-9.84325468e-14]))","(array([0.01095446]), array([-1.23280292e-13]))","(array([0.01087141]), array([-1.10856636e-13]))","(array([0.01083203]), array([1.05192493e-05]))","(array([0.01049232]), array([5.1484376e-05]))","(array([0.00999782]), array([0.0001297]))","(array([0.00955924]), array([0.00024153]))","(array([0.00921984]), array([0.00038546]))","(array([0.00912275]), array([0.00055931]))","(array([0.00915347]), array([0.00076036]))","(array([0.00928759]), array([0.00098383]))"
(0.00046294345711476754+0j),[0.00598042],[1.],[0.04259494],[1.],"(array([0.01074936]), array([0.00884325]))","(array([0.0078148]), array([-2.11213425e-14]))","(array([0.00857256]), array([7.49363679e-14]))","(array([0.00923995]), array([1.42367455e-13]))","(array([0.00986275]), array([1.56848493e-13]))","(array([0.01048805]), array([1.01987863e-13]))","(array([0.01099878]), array([1.66412023e-14]))","(array([0.01118737]), array([-1.59208584e-14]))","(array([0.01111156]), array([-4.93823732e-14]))","(array([0.01105153]), array([-8.03441515e-14]))","(array([0.01095446]), array([-1.09103265e-13]))","(array([0.01087141]), array([-1.1245475e-13]))","(array([0.01083203]), array([1.05192493e-05]))","(array([0.01049232]), array([5.14843759e-05]))","(array([0.00999782]), array([0.0001297]))","(array([0.00955924]), array([0.00024153]))","(array([0.00921984]), array([0.00038546]))","(array([0.00912275]), array([0.00055931]))","(array([0.00915347]), array([0.00076036]))","(array([0.00928759]), array([0.00098383]))","(array([0.00950441]), array([0.00122438]))"
(0.0004943817810457338+0j),[0.00717098],[1.],[0.04386681],[1.],"(array([0.01140474]), array([0.00918347]))","(array([0.00857256]), array([9.4840585e-14]))","(array([0.00923995]), array([1.83046286e-13]))","(array([0.00986275]), array([2.06403904e-13]))","(array([0.01048805]), array([1.41605044e-13]))","(array([0.01099878]), array([3.85585661e-14]))","(array([0.01118737]), array([-7.67615138e-17]))","(array([0.01111156]), array([-4.17461204e-14]))","(array([0.01105153]), array([-7.87087409e-14]))","(array([0.01095446]), array([-1.15938509e-13]))","(array([0.01087141]), array([-1.4388447e-13]))","(array([0.01083203]), array([1.05192493e-05]))","(array([0.01049232]), array([5.14843759e-05]))","(array([0.00999782]), array([0.0001297]))","(array([0.00955924]), array([0.00024153]))","(array([0.00921984]), array([0.00038546]))","(array([0.00912275]), array([0.00055931]))","(array([0.00915347]), array([0.00076036]))","(array([0.00928759]), array([0.00098383]))","(array([0.00950441]), array([0.00122438]))","(array([0.00974809]), array([0.00148275]))"
(0.000534001386703409+0j),[0.00844664],[1.],[0.04541659],[1.],"(array([0.01208077]), array([0.009598]))","(array([0.00923995]), array([2.59717595e-13]))","(array([0.00986275]), array([2.86539455e-13]))","(array([0.01048805]), array([2.07352364e-13]))","(array([0.01099878]), array([8.00874124e-14]))","(array([0.01118737]), array([2.60525108e-14]))","(array([0.01111156]), array([-3.34623822e-14]))","(array([0.01105153]), array([-8.75939946e-14]))","(array([0.01095446]), array([-1.47268916e-13]))","(array([0.01087141]), array([-2.13655482e-13]))","(array([0.01083203]), array([1.05192492e-05]))","(array([0.01049232]), array([5.14843758e-05]))","(array([0.00999782]), array([0.0001297]))","(array([0.00955924]), array([0.00024153]))","(array([0.00921984]), array([0.00038546]))","(array([0.00912275]), array([0.00055931]))","(array([0.00915347]), array([0.00076036]))","(array([0.00928759]), array([0.00098383]))","(array([0.00950441]), array([0.00122438]))","(array([0.00974809]), array([0.00148275]))","(array([0.01006621]), array([0.0017608]))"
(0.000574833801653427+0j),[0.00978594],[1.],[0.04691859],[1.],"(array([0.01266487]), array([0.01004339]))","(array([0.00986275]), array([4.15496196e-13]))","(array([0.01048805]), array([3.11529448e-13]))","(array([0.01099878]), array([1.49988529e-13]))","(array([0.01118737]), array([6.55001227e-14]))","(array([0.01111156]), array([-3.03489872e-14]))","(array([0.01105153]), array([-1.22565152e-13]))","(array([0.01095446]), array([-2.25778164e-13]))","(array([0.01087141]), array([-3.42150787e-13]))","(array([0.01083203]), array([1.0519249e-05]))","(array([0.01049232]), array([5.14843756e-05]))","(array([0.00999782]), array([0.0001297]))","(array([0.00955924]), array([0.00024153]))","(array([0.00921984]), array([0.00038546]))","(array([0.00912275]), array([0.00055931]))","(array([0.00915347]), array([0.00076036]))","(array([0.00928759]), array([0.00098383]))","(array([0.00950441]), array([0.00122438]))","(array([0.00974809]), array([0.00148275]))","(array([0.01006621]), array([0.0017608]))","(array([0.01041029]), array([0.00205563]))"
(0.0006006089493688087+0j),[0.01117725],[1.],[0.0476981],[1.],"(array([0.01314967]), array([0.01042008]))","(array([0.01048805]), array([3.50009518e-13]))","(array([0.01099878]), array([1.82178057e-13]))","(array([0.01118737]), array([9.13422983e-14]))","(array([0.01111156]), array([-1.54724324e-14]))","(array([0.01105153]), array([-1.16972404e-13]))","(array([0.01095446]), array([-2.27509851e-13]))","(array([0.01087141]), array([-3.49241903e-13]))","(array([0.01083203]), array([1.0519249e-05]))","(array([0.01049232]), array([5.14843756e-05]))","(array([0.00999782]), array([0.0001297]))","(array([0.00955924]), array([0.00024153]))","(array([0.00921984]), array([0.00038546]))","(array([0.00912275]), array([0.00055931]))","(array([0.00915347]), array([0.00076036]))","(array([0.00928759]), array([0.00098383]))","(array([0.00950441]), array([0.00122438]))","(array([0.00974809]), array([0.00148275]))","(array([0.01006621]), array([0.0017608]))","(array([0.01041029]), array([0.00205563]))","(array([0.01066751]), array([0.00236349]))"
(0.0006383223875562761+0j),[0.01261846],[1.],[0.048902],[1.],"(array([0.01361021]), array([0.01077342]))","(array([0.01099878]), array([2.11939407e-13]))","(array([0.01118737]), array([1.17269909e-13]))","(array([0.01111156]), array([7.48099499e-15]))","(array([0.01105153]), array([-9.86771428e-14]))","(array([0.01095446]), array([-2.15452222e-13]))","(array([0.01087141]), array([-3.44322661e-13]))","(array([0.01083203]), array([1.0519249e-05]))","(array([0.01049232]), array([5.14843756e-05]))","(array([0.00999782]), array([0.0001297]))","(array([0.00955924]), array([0.00024153]))","(array([0.00921984]), array([0.00038546]))","(array([0.00912275]), array([0.00055931]))","(array([0.00915347]), array([0.00076036]))","(array([0.00928759]), array([0.00098383]))","(array([0.00950441]), array([0.00122438]))","(array([0.00974809]), array([0.00148275]))","(array([0.01006621]), array([0.0017608]))","(array([0.01041029]), array([0.00205563]))","(array([0.01066751]), array([0.00236349]))","(array([0.01089113]), array([0.00268284]))"
(0.0006708263948091071+0j),[0.01408526],[1.],[0.04981952],[1.],"(array([0.01395659]), array([0.01114448]))","(array([0.01118737]), array([1.58950544e-13]))","(array([0.01111156]), array([4.53443706e-14]))","(array([0.01105153]), array([-6.44458445e-14]))","(array([0.01095446]), array([-1.86419023e-13]))","(array([0.01087141]), array([-3.23398426e-13]))","(array([0.01083203]), array([1.0519249e-05]))","(array([0.01049232]), array([5.14843757e-05]))","(array([0.00999782]), array([0.0001297]))","(array([0.00955924]), array([0.00024153]))","(array([0.00921984]), array([0.00038546]))","(array([0.00912275]), array([0.00055931]))","(array([0.00915347]), array([0.00076036]))","(array([0.00928759]), array([0.00098383]))","(array([0.00950441]), array([0.00122438]))","(array([0.00974809]), array([0.00148275]))","(array([0.01006621]), array([0.0017608]))","(array([0.01041029]), array([0.00205563]))","(array([0.01066751]), array([0.00236349]))","(array([0.01089113]), array([0.00268284]))","(array([0.01113031]), array([0.0030107]))"
(0.0007168340724661817+0j),[0.01551504],[1.],[0.05121832],[1.],"(array([0.01399293]), array([0.01153393]))","(array([0.01111156]), array([1.16058205e-13]))","(array([0.01105153]), array([-4.04147202e-15]))","(array([0.01095446]), array([-1.34077645e-13]))","(array([0.01087141]), array([-2.80370779e-13]))","(array([0.01083203]), array([1.05192491e-05]))","(array([0.01049232]), array([5.14843757e-05]))","(array([0.00999782]), array([0.0001297]))","(array([0.00955924]), array([0.00024153]))","(array([0.00921984]), array([0.00038546]))","(array([0.00912275]), array([0.00055931]))","(array([0.00915347]), array([0.00076036]))","(array([0.00928759]), array([0.00098383]))","(array([0.00950441]), array([0.00122438]))","(array([0.00974809]), array([0.00148275]))","(array([0.01006621]), array([0.0017608]))","(array([0.01041029]), array([0.00205563]))","(array([0.01066751]), array([0.00236349]))","(array([0.01089113]), array([0.00268284]))","(array([0.01113031]), array([0.0030107]))","(array([0.01139146]), array([0.00333728]))"
(0.0007593577894217885+0j),[0.01685927],[1.],[0.05243559],[1.],"(array([0.01379374]), array([0.01194574]))","(array([0.01105153]), array([9.56864796e-14]))","(array([0.01095446]), array([-5.08803069e-14]))","(array([0.01087141]), array([-2.09818274e-13]))","(array([0.01083203]), array([1.05192491e-05]))","(array([0.01049232]), array([5.14843757e-05]))","(array([0.00999782]), array([0.0001297]))","(array([0.00955924]), array([0.00024153]))","(array([0.00921984]), array([0.00038546]))","(array([0.00912275]), array([0.00055931]))","(array([0.00915347]), array([0.00076036]))","(array([0.00928759]), array([0.00098383]))","(array([0.00950441]), array([0.00122438]))","(array([0.00974809]), array([0.00148275]))","(array([0.01006621]), array([0.0017608]))","(array([0.01041029]), array([0.00205563]))","(array([0.01066751]), array([0.00236349]))","(array([0.01089113]), array([0.00268284]))","(array([0.01113031]), array([0.0030107]))","(array([0.01139146]), array([0.00333728]))","(array([0.01168641]), array([0.00365003]))"
(0.0008014236257990797+0j),[0.01812521],[1.],[0.05360063],[1.],"(array([0.01361316]), array([0.01232549]))","(array([0.01095446]), array([5.83539293e-14]))","(array([0.01087141]), array([-1.24643351e-13]))","(array([0.01083203]), array([1.05192492e-05]))","(array([0.01049232]), array([5.14843758e-05]))","(array([0.00999782]), array([0.0001297]))","(array([0.00955924]), array([0.00024153]))","(array([0.00921984]), array([0.00038546]))","(array([0.00912275]), array([0.00055931]))","(array([0.00915347]), array([0.00076036]))","(array([0.00928759]), array([0.00098383]))","(array([0.00950441]), array([0.00122438]))","(array([0.00974809]), array([0.00148275]))","(array([0.01006621]), array([0.0017608]))","(array([0.01041029]), array([0.00205563]))","(array([0.01066751]), array([0.00236349]))","(array([0.01089113]), array([0.00268284]))","(array([0.01113031]), array([0.0030107]))","(array([0.01139146]), array([0.00333728]))","(array([0.01168641]), array([0.00365003]))","(array([0.011955]), array([0.00394431]))"
(0.0008550008731116175+0j),[0.0193097],[1.],[0.0551583],[1.],"(array([0.01343032]), array([0.01272947]))","(array([0.01087141]), array([-3.06933298e-14]))","(array([0.01083203]), array([1.05192493e-05]))","(array([0.01049232]), array([5.14843759e-05]))","(array([0.00999782]), array([0.0001297]))","(array([0.00955924]), array([0.00024153]))","(array([0.00921984]), array([0.00038546]))","(array([0.00912275]), array([0.00055931]))","(array([0.00915347]), array([0.00076036]))","(array([0.00928759]), array([0.00098383]))","(array([0.00950441]), array([0.00122438]))","(array([0.00974809]), array([0.00148275]))","(array([0.01006621]), array([0.0017608]))","(array([0.01041029]), array([0.00205563]))","(array([0.01066751]), array([0.00236349]))","(array([0.01089113]), array([0.00268284]))","(array([0.01113031]), array([0.0030107]))","(array([0.01139146]), array([0.00333728]))","(array([0.01168641]), array([0.00365003]))","(array([0.011955]), array([0.00394431]))","(array([0.01226198]), array([0.00422058]))"
(0.0009148676462503333+0j),[0.02041939],[1.],[0.05689603],[1.],"(array([0.01330903]), array([0.01318056]))","(array([0.01083203]), array([1.05192494e-05]))","(array([0.01049232]), array([5.1484376e-05]))","(array([0.00999782]), array([0.0001297]))","(array([0.00955924]), array([0.00024153]))","(array([0.00921984]), array([0.00038546]))","(array([0.00912275]), array([0.00055931]))","(array([0.00915347]), array([0.00076036]))","(array([0.00928759]), array([0.00098383]))","(array([0.00950441]), array([0.00122438]))","(array([0.00974809]), array([0.00148275]))","(array([0.01006621]), array([0.0017608]))","(array([0.01041029]), array([0.00205563]))","(array([0.01066751]), array([0.00236349]))","(array([0.01089113]), array([0.00268284]))","(array([0.01113031]), array([0.0030107]))","(array([0.01139146]), array([0.00333728]))","(array([0.01168641]), array([0.00365003]))","(array([0.011955]), array([0.00394431]))","(array([0.01226198]), array([0.00422058]))","(array([0.01263351]), array([0.00447924]))"
(0.0009544261566307203+0j),[0.0214652],[1.],[0.05788809],[1.],"(array([0.01321308]), array([0.01357913]))","(array([0.01049232]), array([5.14843761e-05]))","(array([0.00999782]), array([0.0001297]))","(array([0.00955924]), array([0.00024153]))","(array([0.00921984]), array([0.00038546]))","(array([0.00912275]), array([0.00055931]))","(array([0.00915347]), array([0.00076036]))","(array([0.00928759]), array([0.00098383]))","(array([0.00950441]), array([0.00122438]))","(array([0.00974809]), array([0.00148275]))","(array([0.01006621]), array([0.0017608]))","(array([0.01041029]), array([0.00205563]))","(array([0.01066751]), array([0.00236349]))","(array([0.01089113]), array([0.00268284]))","(array([0.01113031]), array([0.0030107]))","(array([0.01139146]), array([0.00333728]))","(array([0.01168641]), array([0.00365003]))","(array([0.011955]), array([0.00394431]))","(array([0.01226198]), array([0.00422058]))","(array([0.01263351]), array([0.00447924]))","(array([0.01294128]), array([0.00472226]))"
(0.0010335897726275085+0j),[0.02238976],[1.],[0.06021805],[1.],"(array([0.01286824]), array([0.01405553]))","(array([0.00999782]), array([0.0001297]))","(array([0.00955924]), array([0.00024153]))","(array([0.00921984]), array([0.00038546]))","(array([0.00912275]), array([0.00055931]))","(array([0.00915347]), array([0.00076036]))","(array([0.00928759]), array([0.00098383]))","(array([0.00950441]), array([0.00122438]))","(array([0.00974809]), array([0.00148275]))","(array([0.01006621]), array([0.0017608]))","(array([0.01041029]), array([0.00205563]))","(array([0.01066751]), array([0.00236349]))","(array([0.01089113]), array([0.00268284]))","(array([0.01113031]), array([0.0030107]))","(array([0.01139146]), array([0.00333728]))","(array([0.01168641]), array([0.00365003]))","(array([0.011955]), array([0.00394431]))","(array([0.01226198]), array([0.00422058]))","(array([0.01263351]), array([0.00447924]))","(array([0.01294128]), array([0.00472226]))","(array([0.01331583]), array([0.00494441]))"
