Es,Sx,Sxx,Sy,Syy,PQ-20,PQ-19,PQ-18,PQ-17,PQ-16,PQ-15,PQ-14,PQ-13,PQ-12,PQ-11,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.11402060382343505+0j),[0.2187264],[1.],[0.51578513],[1.],"(array([0.1354521]), array([0.17317886]))","(array([0.11999028]), array([0.04740021]))","(array([0.12022633]), array([0.04726649]))","(array([0.12055263]), array([0.04716478]))","(array([0.12098763]), array([0.0470869]))","(array([0.12137704]), array([0.04702473]))","(array([0.1217596]), array([0.0469764]))","(array([0.12217878]), array([0.04694332]))","(array([0.12250682]), array([0.04693083]))","(array([0.12263478]), array([0.04694513]))","(array([0.12249919]), array([0.04699261]))","(array([0.1221645]), array([0.04707705]))","(array([0.12139907]), array([0.04719804]))","(array([0.12047624]), array([0.04735551]))","(array([0.11977228]), array([0.04754385]))","(array([0.11934145]), array([0.04775957]))","(array([0.11907212]), array([0.04799756]))","(array([0.11858081]), array([0.04825817]))","(array([0.11814394]), array([0.04854037]))","(array([0.11755231]), array([0.04883588]))","(array([0.11666897]), array([0.04914493]))"
(0.11361124564273081+0j),[0.22014809],[1.],[0.51386382],[1.],"(array([0.13517361]), array([0.17262572]))","(array([0.12022656]), array([0.04726688]))","(array([0.12055287]), array([0.04716514]))","(array([0.12098786]), array([0.04708723]))","(array([0.12137727]), array([0.04702504]))","(array([0.12175983]), array([0.0469767]))","(array([0.12217902]), array([0.04694362]))","(array([0.12250707]), array([0.04693113]))","(array([0.12263504]), array([0.04694545]))","(array([0.12249945]), array([0.04699295]))","(array([0.12216477]), array([0.0470774]))","(array([0.12139934]), array([0.04719839]))","(array([0.12047653]), array([0.04735585]))","(array([0.11977258]), array([0.04754418]))","(array([0.11934177]), array([0.04775989]))","(array([0.11907247]), array([0.04799786]))","(array([0.11858118]), array([0.04825845]))","(array([0.11814433]), array([0.04854063]))","(array([0.11755272]), array([0.04883613]))","(array([0.11666939]), array([0.04914517]))","(array([0.1160401]), array([0.04946339]))"
(0.11367463083924781+0j),[0.22155001],[1.],[0.51333542],[1.],"(array([0.13499597]), array([0.17241247]))","(array([0.12055311]), array([0.04716554]))","(array([0.1209881]), array([0.0470876]))","(array([0.12137751]), array([0.04702538]))","(array([0.12176006]), array([0.04697702]))","(array([0.12217925]), array([0.04694393]))","(array([0.12250731]), array([0.04693145]))","(array([0.12263529]), array([0.04694578]))","(array([0.12249972]), array([0.04699329]))","(array([0.12216504]), array([0.04707775]))","(array([0.12139962]), array([0.04719875]))","(array([0.12047681]), array([0.04735622]))","(array([0.11977287]), array([0.04754455]))","(array([0.11934207]), array([0.04776024]))","(array([0.11907279]), array([0.04799819]))","(array([0.11858153]), array([0.04825877]))","(array([0.11814471]), array([0.04854093]))","(array([0.11755311]), array([0.04883641]))","(array([0.1166698]), array([0.04914544]))","(array([0.11604052]), array([0.04946365]))","(array([0.11576391]), array([0.0497819]))"
(0.11346356173804467+0j),[0.22294209],[1.],[0.511943],[1.],"(array([0.13494164]), array([0.17228029]))","(array([0.12098834]), array([0.04708802]))","(array([0.12137775]), array([0.04702576]))","(array([0.1217603]), array([0.04697736]))","(array([0.12217949]), array([0.04694426]))","(array([0.12250755]), array([0.04693177]))","(array([0.12263554]), array([0.0469461]))","(array([0.12249997]), array([0.04699363]))","(array([0.12216531]), array([0.0470781]))","(array([0.1213999]), array([0.04719912]))","(array([0.12047709]), array([0.0473566]))","(array([0.11977316]), array([0.04754493]))","(array([0.11934236]), array([0.04776062]))","(array([0.11907309]), array([0.04799856]))","(array([0.11858184]), array([0.04825912]))","(array([0.11814505]), array([0.04854126]))","(array([0.11755347]), array([0.04883673]))","(array([0.11667018]), array([0.04914574]))","(array([0.11604091]), array([0.04946394]))","(array([0.11576431]), array([0.04978217]))","(array([0.11554673]), array([0.05009633]))"
(0.11357219863152397+0j),[0.22434073],[1.],[0.51146867],[1.],"(array([0.13499905]), array([0.17217746]))","(array([0.12137799]), array([0.04702617]))","(array([0.12176055]), array([0.04697774]))","(array([0.12217972]), array([0.0469446]))","(array([0.12250778]), array([0.04693209]))","(array([0.12263577]), array([0.04694643]))","(array([0.12250021]), array([0.04699396]))","(array([0.12216557]), array([0.04707845]))","(array([0.12140017]), array([0.04719948]))","(array([0.12047737]), array([0.04735697]))","(array([0.11977343]), array([0.04754531]))","(array([0.11934264]), array([0.047761]))","(array([0.11907337]), array([0.04799894]))","(array([0.11858213]), array([0.04825949]))","(array([0.11814535]), array([0.04854161]))","(array([0.1175538]), array([0.04883706]))","(array([0.11667052]), array([0.04914605]))","(array([0.11604127]), array([0.04946424]))","(array([0.11576468]), array([0.04978246]))","(array([0.11554712]), array([0.0500966]))","(array([0.1153359]), array([0.05041089]))"
(0.11366930005918469+0j),[0.22572914],[1.],[0.51091013],[1.],"(array([0.13505838]), array([0.17217121]))","(array([0.12176078]), array([0.04697816]))","(array([0.12217996]), array([0.04694499]))","(array([0.12250801]), array([0.04693245]))","(array([0.122636]), array([0.04694676]))","(array([0.12250044]), array([0.04699429]))","(array([0.1221658]), array([0.04707879]))","(array([0.12140041]), array([0.04719983]))","(array([0.12047763]), array([0.04735733]))","(array([0.1197737]), array([0.04754568]))","(array([0.11934291]), array([0.04776138]))","(array([0.11907364]), array([0.04799933]))","(array([0.11858241]), array([0.04825987]))","(array([0.11814563]), array([0.04854198]))","(array([0.1175541]), array([0.04883742]))","(array([0.11667084]), array([0.04914639]))","(array([0.1160416]), array([0.04946456]))","(array([0.11576504]), array([0.04978276]))","(array([0.11554748]), array([0.05009689]))","(array([0.11533627]), array([0.05041116]))","(array([0.11521888]), array([0.05072474]))"
(0.1128415347236175+0j),[0.22712984],[1.],[0.50752979],[1.],"(array([0.13494745]), array([0.17189454]))","(array([0.1221802]), array([0.04694542]))","(array([0.12250825]), array([0.04693284]))","(array([0.12263623]), array([0.04694713]))","(array([0.12250067]), array([0.04699464]))","(array([0.12216604]), array([0.04707913]))","(array([0.12140065]), array([0.04720018]))","(array([0.12047787]), array([0.04735769]))","(array([0.11977395]), array([0.04754605]))","(array([0.11934318]), array([0.04776176]))","(array([0.11907391]), array([0.04799971]))","(array([0.11858268]), array([0.04826026]))","(array([0.1181459]), array([0.04854237]))","(array([0.11755437]), array([0.0488378]))","(array([0.11667112]), array([0.04914675]))","(array([0.11604191]), array([0.0494649]))","(array([0.11576537]), array([0.04978309]))","(array([0.11554783]), array([0.0500972]))","(array([0.11533663]), array([0.05041145]))","(array([0.11521925]), array([0.05072502]))","(array([0.11477396]), array([0.05103799]))"
(0.11245490112854178+0j),[0.22856013],[1.],[0.50547587],[1.],"(array([0.134784]), array([0.17149069]))","(array([0.12250849]), array([0.04693328]))","(array([0.12263647]), array([0.04694753]))","(array([0.12250091]), array([0.04699501]))","(array([0.12216626]), array([0.04707949]))","(array([0.12140088]), array([0.04720053]))","(array([0.1204781]), array([0.04735804]))","(array([0.11977419]), array([0.04754641]))","(array([0.11934342]), array([0.04776213]))","(array([0.11907416]), array([0.0480001]))","(array([0.11858293]), array([0.04826065]))","(array([0.11814616]), array([0.04854277]))","(array([0.11755463]), array([0.04883819]))","(array([0.11667139]), array([0.04914713]))","(array([0.11604219]), array([0.04946526]))","(array([0.11576566]), array([0.04978343]))","(array([0.11554815]), array([0.05009752]))","(array([0.11533697]), array([0.05041176]))","(array([0.1152196]), array([0.05072531]))","(array([0.11477432]), array([0.05103826]))","(array([0.11416113]), array([0.05135721]))"
(0.11198998764982139+0j),[0.22999303],[1.],[0.50316226],[1.],"(array([0.13458671]), array([0.17121294]))","(array([0.12263671]), array([0.04694798]))","(array([0.12250115]), array([0.04699542]))","(array([0.12216649]), array([0.04707987]))","(array([0.1214011]), array([0.0472009]))","(array([0.12047832]), array([0.0473584]))","(array([0.11977442]), array([0.04754677]))","(array([0.11934365]), array([0.0477625]))","(array([0.1190744]), array([0.04800047]))","(array([0.11858318]), array([0.04826104]))","(array([0.11814641]), array([0.04854316]))","(array([0.11755488]), array([0.04883859]))","(array([0.11667164]), array([0.04914753]))","(array([0.11604244]), array([0.04946565]))","(array([0.11576593]), array([0.0497838]))","(array([0.11554844]), array([0.05009787]))","(array([0.11533728]), array([0.05041209]))","(array([0.11521993]), array([0.05072562]))","(array([0.11477466]), array([0.05103856]))","(array([0.11416148]), array([0.0513575]))","(array([0.1136683]), array([0.05167958]))"
(0.11178914951031196+0j),[0.23138677],[1.],[0.50165821],[1.],"(array([0.13422371]), array([0.17101393]))","(array([0.12250139]), array([0.0469959]))","(array([0.12216674]), array([0.0470803]))","(array([0.12140134]), array([0.0472013]))","(array([0.12047855]), array([0.04735878]))","(array([0.11977464]), array([0.04754714]))","(array([0.11934387]), array([0.04776287]))","(array([0.11907463]), array([0.04800085]))","(array([0.11858341]), array([0.04826143]))","(array([0.11814665]), array([0.04854356]))","(array([0.11755512]), array([0.04883899]))","(array([0.11667188]), array([0.04914794]))","(array([0.11604269]), array([0.04946606]))","(array([0.11576618]), array([0.0497842]))","(array([0.1155487]), array([0.05009825]))","(array([0.11533757]), array([0.05041245]))","(array([0.11522024]), array([0.05072596]))","(array([0.11477499]), array([0.05103889]))","(array([0.11416182]), array([0.05135781]))","(array([0.11366864]), array([0.05167987]))","(array([0.11323759]), array([0.05199813]))"
(0.11204984594408977+0j),[0.23267651],[1.],[0.50158679],[1.],"(array([0.13373739]), array([0.17105901]))","(array([0.12216698]), array([0.04708078]))","(array([0.12140158]), array([0.04720174]))","(array([0.12047878]), array([0.04735919]))","(array([0.11977485]), array([0.04754753]))","(array([0.11934409]), array([0.04776325]))","(array([0.11907484]), array([0.04800123]))","(array([0.11858363]), array([0.04826182]))","(array([0.11814688]), array([0.04854396]))","(array([0.11755535]), array([0.0488394]))","(array([0.11667211]), array([0.04914835]))","(array([0.11604292]), array([0.04946648]))","(array([0.11576641]), array([0.04978462]))","(array([0.11554894]), array([0.05009866]))","(array([0.11533782]), array([0.05041284]))","(array([0.11522052]), array([0.05072633]))","(array([0.11477529]), array([0.05103923]))","(array([0.11416214]), array([0.05135814]))","(array([0.11366897]), array([0.05168019]))","(array([0.11323792]), array([0.05199843]))","(array([0.11305963]), array([0.05230069]))"
(0.11232262926336015+0j),[0.23381798],[1.],[0.50156996],[1.],"(array([0.13316065]), array([0.17127157]))","(array([0.12140182]), array([0.04720224]))","(array([0.12047901]), array([0.04735965]))","(array([0.11977508]), array([0.04754796]))","(array([0.1193443]), array([0.04776365]))","(array([0.11907505]), array([0.04800162]))","(array([0.11858384]), array([0.0482622]))","(array([0.11814709]), array([0.04854436]))","(array([0.11755557]), array([0.04883981]))","(array([0.11667234]), array([0.04914877]))","(array([0.11604314]), array([0.0494669]))","(array([0.11576664]), array([0.04978504]))","(array([0.11554916]), array([0.05009908]))","(array([0.11533805]), array([0.05041325]))","(array([0.11522076]), array([0.05072672]))","(array([0.11477555]), array([0.05103961]))","(array([0.11416242]), array([0.05135849]))","(array([0.11366927]), array([0.05168052]))","(array([0.11323824]), array([0.05199875]))","(array([0.11305996]), array([0.05230099]))","(array([0.11304902]), array([0.05257438]))"
(0.11233403637546678+0j),[0.2347465],[1.],[0.5008275],[1.],"(array([0.13215078]), array([0.17143462]))","(array([0.12047925]), array([0.04736016]))","(array([0.11977531]), array([0.04754842]))","(array([0.11934452]), array([0.04776408]))","(array([0.11907526]), array([0.04800203]))","(array([0.11858404]), array([0.0482626]))","(array([0.11814729]), array([0.04854476]))","(array([0.11755578]), array([0.04884021]))","(array([0.11667255]), array([0.04914918]))","(array([0.11604336]), array([0.04946732]))","(array([0.11576686]), array([0.04978546]))","(array([0.11554938]), array([0.05009951]))","(array([0.11533827]), array([0.05041368]))","(array([0.11522099]), array([0.05072714]))","(array([0.11477579]), array([0.05104]))","(array([0.11416268]), array([0.05135886]))","(array([0.11366955]), array([0.05168088]))","(array([0.11323853]), array([0.05199909]))","(array([0.11306027]), array([0.05230131]))","(array([0.11304934]), array([0.05257469]))","(array([0.11296268]), array([0.05280712]))"
(0.11271715857522943+0j),[0.23544201],[1.],[0.50134052],[1.],"(array([0.13105654]), array([0.17166136]))","(array([0.11977553]), array([0.04754894]))","(array([0.11934474]), array([0.04776456]))","(array([0.11907547]), array([0.04800247]))","(array([0.11858424]), array([0.04826302]))","(array([0.11814748]), array([0.04854517]))","(array([0.11755598]), array([0.04884062]))","(array([0.11667275]), array([0.04914959]))","(array([0.11604356]), array([0.04946774]))","(array([0.11576707]), array([0.04978589]))","(array([0.1155496]), array([0.05009994]))","(array([0.11533848]), array([0.0504141]))","(array([0.1152212]), array([0.05072756]))","(array([0.11477601]), array([0.05104041]))","(array([0.11416291]), array([0.05135926]))","(array([0.1136698]), array([0.05168125]))","(array([0.1132388]), array([0.05199944]))","(array([0.11306055]), array([0.05230165]))","(array([0.11304964]), array([0.052575]))","(array([0.11296299]), array([0.05280742]))","(array([0.11293646]), array([0.05299018]))"
(0.11353217540382968+0j),[0.23593495],[1.],[0.50324176],[1.],"(array([0.13037263]), array([0.17215252]))","(array([0.11934496]), array([0.04776509]))","(array([0.11907568]), array([0.04800296]))","(array([0.11858444]), array([0.04826348]))","(array([0.11814768]), array([0.0485456]))","(array([0.11755617]), array([0.04884104]))","(array([0.11667294]), array([0.04915001]))","(array([0.11604376]), array([0.04946816]))","(array([0.11576727]), array([0.04978632]))","(array([0.1155498]), array([0.05010037]))","(array([0.11533869]), array([0.05041454]))","(array([0.11522141]), array([0.050728]))","(array([0.11477622]), array([0.05104085]))","(array([0.11416312]), array([0.05135968]))","(array([0.11367002]), array([0.05168165]))","(array([0.11323904]), array([0.05199982]))","(array([0.11306082]), array([0.052302]))","(array([0.11304992]), array([0.05257534]))","(array([0.11296329]), array([0.05280773]))","(array([0.11293677]), array([0.05299048]))","(array([0.11320824]), array([0.05312421]))"
(0.11432543840875661+0j),[0.2362738],[1.],[0.50508966],[1.],"(array([0.13007205]), array([0.17278065]))","(array([0.11907591]), array([0.04800351]))","(array([0.11858466]), array([0.04826399]))","(array([0.11814789]), array([0.04854608]))","(array([0.11755636]), array([0.0488415]))","(array([0.11667313]), array([0.04915045]))","(array([0.11604395]), array([0.0494686]))","(array([0.11576746]), array([0.04978675]))","(array([0.11555]), array([0.05010081]))","(array([0.1153389]), array([0.05041499]))","(array([0.11522162]), array([0.05072845]))","(array([0.11477643]), array([0.0510413]))","(array([0.11416333]), array([0.05136012]))","(array([0.11367023]), array([0.05168208]))","(array([0.11323927]), array([0.05200023]))","(array([0.11306106]), array([0.05230239]))","(array([0.11305019]), array([0.05257571]))","(array([0.11296358]), array([0.05280808]))","(array([0.11293707]), array([0.05299081]))","(array([0.11320855]), array([0.05312453]))","(array([0.11363001]), array([0.05321762]))"
(0.1150584093669278+0j),[0.2364947],[1.],[0.50676101],[1.],"(array([0.1299466]), array([0.17339325]))","(array([0.11858489]), array([0.04826456]))","(array([0.11814811]), array([0.0485466]))","(array([0.11755657]), array([0.04884199]))","(array([0.11667332]), array([0.04915092]))","(array([0.11604413]), array([0.04946905]))","(array([0.11576765]), array([0.0497872]))","(array([0.1155502]), array([0.05010126]))","(array([0.1153391]), array([0.05041544]))","(array([0.11522182]), array([0.05072891]))","(array([0.11477663]), array([0.05104176]))","(array([0.11416353]), array([0.05136058]))","(array([0.11367044]), array([0.05168254]))","(array([0.11323947]), array([0.05200067]))","(array([0.11306128]), array([0.05230282]))","(array([0.11305044]), array([0.05257611]))","(array([0.11296385]), array([0.05280846]))","(array([0.11293737]), array([0.05299116]))","(array([0.11320886]), array([0.05312486]))","(array([0.11363033]), array([0.05321793]))","(array([0.11402584]), array([0.05328034]))"
(0.11574525841353091+0j),[0.23656451],[1.],[0.50833545],[1.],"(array([0.12961004]), array([0.17398675]))","(array([0.11814833]), array([0.04854718]))","(array([0.11755679]), array([0.04884253]))","(array([0.11667352]), array([0.04915143]))","(array([0.11604432]), array([0.04946953]))","(array([0.11576783]), array([0.04978766]))","(array([0.11555038]), array([0.05010171]))","(array([0.11533928]), array([0.0504159]))","(array([0.11522202]), array([0.05072937]))","(array([0.11477683]), array([0.05104223]))","(array([0.11416373]), array([0.05136105]))","(array([0.11367063]), array([0.05168301]))","(array([0.11323967]), array([0.05200113]))","(array([0.11306148]), array([0.05230327]))","(array([0.11305065]), array([0.05257654]))","(array([0.11296409]), array([0.05280886]))","(array([0.11293764]), array([0.05299154]))","(array([0.11320916]), array([0.05312521]))","(array([0.11363065]), array([0.05321826]))","(array([0.11402617]), array([0.05328065]))","(array([0.11439099]), array([0.0533128]))"
(0.11663842209878336+0j),[0.23649416],[1.],[0.51056628],[1.],"(array([0.1293878]), array([0.17464046]))","(array([0.11755701]), array([0.04884311]))","(array([0.11667373]), array([0.04915198]))","(array([0.11604451]), array([0.04947004]))","(array([0.11576801]), array([0.04978815]))","(array([0.11555055]), array([0.05010218]))","(array([0.11533946]), array([0.05041636]))","(array([0.11522219]), array([0.05072983]))","(array([0.11477701]), array([0.05104269]))","(array([0.11416392]), array([0.05136152]))","(array([0.11367082]), array([0.05168348]))","(array([0.11323986]), array([0.05200161]))","(array([0.11306168]), array([0.05230373]))","(array([0.11305085]), array([0.05257699]))","(array([0.11296431]), array([0.0528093]))","(array([0.11293788]), array([0.05299195]))","(array([0.11320944]), array([0.0531256]))","(array([0.11363095]), array([0.05321862]))","(array([0.11402649]), array([0.05328099]))","(array([0.11439133]), array([0.05331311]))","(array([0.11481954]), array([0.05331273]))"
(0.11756789955696266+0j),[0.23625533],[1.],[0.51294518],[1.],"(array([0.12908634]), array([0.17536843]))","(array([0.11667396]), array([0.04915258]))","(array([0.11604472]), array([0.0494706]))","(array([0.1157682]), array([0.04978867]))","(array([0.11555072]), array([0.05010268]))","(array([0.11533962]), array([0.05041684]))","(array([0.11522236]), array([0.05073031]))","(array([0.11477719]), array([0.05104317]))","(array([0.1141641]), array([0.051362]))","(array([0.11367101]), array([0.05168396]))","(array([0.11324005]), array([0.05200209]))","(array([0.11306187]), array([0.05230422]))","(array([0.11305105]), array([0.05257747]))","(array([0.11296451]), array([0.05280976]))","(array([0.1129381]), array([0.05299239]))","(array([0.11320969]), array([0.05312602]))","(array([0.11363124]), array([0.05321901]))","(array([0.11402681]), array([0.05328135]))","(array([0.11439167]), array([0.05331346]))","(array([0.11481989]), array([0.05331305]))","(array([0.11533862]), array([0.05327772]))"
(0.11839513197855314+0j),[0.23580736],[1.],[0.51509801],[1.],"(array([0.12852566]), array([0.17608083]))","(array([0.11604495]), array([0.04947122]))","(array([0.11576841]), array([0.04978925]))","(array([0.11555092]), array([0.05010322]))","(array([0.1153398]), array([0.05041735]))","(array([0.11522253]), array([0.0507308]))","(array([0.11477735]), array([0.05104366]))","(array([0.11416427]), array([0.05136249]))","(array([0.11367119]), array([0.05168446]))","(array([0.11324024]), array([0.05200259]))","(array([0.11306206]), array([0.05230472]))","(array([0.11305124]), array([0.05257797]))","(array([0.11296471]), array([0.05281025]))","(array([0.11293831]), array([0.05299287]))","(array([0.11320991]), array([0.05312647]))","(array([0.1136315]), array([0.05321944]))","(array([0.1140271]), array([0.05328176]))","(array([0.11439199]), array([0.05331383]))","(array([0.11482023]), array([0.0533134]))","(array([0.11533898]), array([0.05327805]))","(array([0.11584875]), array([0.0532]))"
(0.11903260361030728+0j),[0.23521257],[1.],[0.51675867],[1.],"(array([0.12821331]), array([0.17671218]))","(array([0.11576863]), array([0.04978988]))","(array([0.11555112]), array([0.05010381]))","(array([0.11533999]), array([0.0504179]))","(array([0.1152227]), array([0.05073132]))","(array([0.11477752]), array([0.05104416]))","(array([0.11416444]), array([0.051363]))","(array([0.11367136]), array([0.05168496]))","(array([0.11324042]), array([0.0520031]))","(array([0.11306225]), array([0.05230523]))","(array([0.11305143]), array([0.05257848]))","(array([0.1129649]), array([0.05281076]))","(array([0.11293851]), array([0.05299338]))","(array([0.11321012]), array([0.05312696]))","(array([0.11363173]), array([0.05321991]))","(array([0.11402737]), array([0.05328219]))","(array([0.11439229]), array([0.05331424]))","(array([0.11482056]), array([0.05331377]))","(array([0.11533932]), array([0.0532784]))","(array([0.11584911]), array([0.05320033]))","(array([0.11627789]), array([0.05308211]))"
(0.11970319029894116+0j),[0.23454388],[1.],[0.51855756],[1.],"(array([0.12825513]), array([0.17729676]))","(array([0.11555134]), array([0.05010445]))","(array([0.11534019]), array([0.0504185]))","(array([0.11522289]), array([0.05073189]))","(array([0.11477769]), array([0.0510447]))","(array([0.1141646]), array([0.05136351]))","(array([0.11367152]), array([0.05168547]))","(array([0.11324058]), array([0.05200361]))","(array([0.11306242]), array([0.05230574]))","(array([0.11305161]), array([0.052579]))","(array([0.11296509]), array([0.05281128]))","(array([0.11293869]), array([0.05299389]))","(array([0.11321031]), array([0.05312747]))","(array([0.11363193]), array([0.0532204]))","(array([0.11402759]), array([0.05328266]))","(array([0.11439255]), array([0.05331467]))","(array([0.11482086]), array([0.05331418]))","(array([0.11533965]), array([0.05327878]))","(array([0.11584947]), array([0.05320068]))","(array([0.11627826]), array([0.05308243]))","(array([0.11666726]), array([0.05293953]))"
(0.1203220258390966+0j),[0.23381556],[1.],[0.52023791],[1.],"(array([0.12837016]), array([0.17787146]))","(array([0.11534041]), array([0.05041915]))","(array([0.11522309]), array([0.0507325]))","(array([0.11477787]), array([0.05104527]))","(array([0.11416476]), array([0.05136406]))","(array([0.11367167]), array([0.051686]))","(array([0.11324074]), array([0.05200413]))","(array([0.11306258]), array([0.05230626]))","(array([0.11305178]), array([0.05257952]))","(array([0.11296526]), array([0.05281181]))","(array([0.11293888]), array([0.05299442]))","(array([0.1132105]), array([0.05312799]))","(array([0.11363212]), array([0.05322092]))","(array([0.1140278]), array([0.05328316]))","(array([0.11439278]), array([0.05331515]))","(array([0.11482113]), array([0.05331462]))","(array([0.11533996]), array([0.05327919]))","(array([0.1158498]), array([0.05320106]))","(array([0.11627862]), array([0.05308278]))","(array([0.11666764]), array([0.05293986]))","(array([0.11705869]), array([0.0527818]))"
(0.12087929764928128+0j),[0.23303391],[1.],[0.52177494],[1.],"(array([0.12848779]), array([0.1784143]))","(array([0.11522332]), array([0.05073316]))","(array([0.11477807]), array([0.0510459]))","(array([0.11416494]), array([0.05136465]))","(array([0.11367183]), array([0.05168656]))","(array([0.11324088]), array([0.05200467]))","(array([0.11306273]), array([0.05230679]))","(array([0.11305194]), array([0.05258005]))","(array([0.11296543]), array([0.05281234]))","(array([0.11293905]), array([0.05299495]))","(array([0.11321068]), array([0.05312853]))","(array([0.11363231]), array([0.05322145]))","(array([0.11402799]), array([0.05328368]))","(array([0.11439298]), array([0.05331565]))","(array([0.11482136]), array([0.0533151]))","(array([0.11534023]), array([0.05327964]))","(array([0.11585012]), array([0.05320147]))","(array([0.11627896]), array([0.05308316]))","(array([0.11666801]), array([0.05294021]))","(array([0.11705908]), array([0.05278213]))","(array([0.11742054]), array([0.0526113]))"
(0.12119146653577742+0j),[0.23222337],[1.],[0.52263766],[1.],"(array([0.12866129]), array([0.17887185]))","(array([0.11477829]), array([0.05104657]))","(array([0.11416514]), array([0.05136529]))","(array([0.113672]), array([0.05168716]))","(array([0.11324103]), array([0.05200524]))","(array([0.11306287]), array([0.05230735]))","(array([0.11305208]), array([0.05258059]))","(array([0.11296557]), array([0.05281288]))","(array([0.1129392]), array([0.05299549]))","(array([0.11321084]), array([0.05312907]))","(array([0.11363248]), array([0.05322199]))","(array([0.11402817]), array([0.05328422]))","(array([0.11439317]), array([0.05331618]))","(array([0.11482156]), array([0.05331562]))","(array([0.11534047]), array([0.05328012]))","(array([0.1158504]), array([0.05320192]))","(array([0.11627929]), array([0.05308358]))","(array([0.11666836]), array([0.05294059]))","(array([0.11705946]), array([0.05278248]))","(array([0.11742094]), array([0.05261163]))","(array([0.11769014]), array([0.0524314]))"
(0.12145229335485527+0j),[0.23133417],[1.],[0.52343252],[1.],"(array([0.1284755]), array([0.17925057]))","(array([0.11416535]), array([0.05136597]))","(array([0.1136722]), array([0.05168781]))","(array([0.1132412]), array([0.05200585]))","(array([0.11306301]), array([0.05230793]))","(array([0.11305221]), array([0.05258115]))","(array([0.11296571]), array([0.05281343]))","(array([0.11293935]), array([0.05299603]))","(array([0.113211]), array([0.05312961]))","(array([0.11363264]), array([0.05322254]))","(array([0.11402834]), array([0.05328477]))","(array([0.11439335]), array([0.05331673]))","(array([0.11482175]), array([0.05331615]))","(array([0.11534068]), array([0.05328064]))","(array([0.11585064]), array([0.05320241]))","(array([0.11627957]), array([0.05308403]))","(array([0.11666869]), array([0.05294101]))","(array([0.11705982]), array([0.05278286]))","(array([0.11742133]), array([0.05261198]))","(array([0.11769055]), array([0.05243172]))","(array([0.11787632]), array([0.05223955]))"
(0.12134973482993126+0j),[0.23035061],[1.],[0.52328739],[1.],"(array([0.12808203]), array([0.17952697]))","(array([0.11367241]), array([0.0516885]))","(array([0.11324138]), array([0.05200651]))","(array([0.11306317]), array([0.05230855]))","(array([0.11305235]), array([0.05258174]))","(array([0.11296584]), array([0.052814]))","(array([0.11293948]), array([0.05299659]))","(array([0.11321113]), array([0.05313016]))","(array([0.11363279]), array([0.05322309]))","(array([0.1140285]), array([0.05328532]))","(array([0.11439352]), array([0.05331728]))","(array([0.11482193]), array([0.0533167]))","(array([0.11534087]), array([0.05328118]))","(array([0.11585085]), array([0.05320293]))","(array([0.11627982]), array([0.05308452]))","(array([0.11666899]), array([0.05294146]))","(array([0.11706016]), array([0.05278328]))","(array([0.1174217]), array([0.05261236]))","(array([0.11769095]), array([0.05243208]))","(array([0.11787674]), array([0.05223987]))","(array([0.11794882]), array([0.05202796]))"
(0.1214513692073855+0j),[0.22930101],[1.],[0.52383208],[1.],"(array([0.12780991]), array([0.17977383]))","(array([0.11324159]), array([0.05200722]))","(array([0.11306335]), array([0.05230922]))","(array([0.1130525]), array([0.05258237]))","(array([0.11296597]), array([0.0528146]))","(array([0.1129396]), array([0.05299717]))","(array([0.11321126]), array([0.05313073]))","(array([0.11363293]), array([0.05322365]))","(array([0.11402865]), array([0.05328588]))","(array([0.11439368]), array([0.05331784]))","(array([0.1148221]), array([0.05331726]))","(array([0.11534105]), array([0.05328173]))","(array([0.11585105]), array([0.05320347]))","(array([0.11628004]), array([0.05308505]))","(array([0.11666924]), array([0.05294195]))","(array([0.11706047]), array([0.05278374]))","(array([0.11742205]), array([0.05261278]))","(array([0.11769133]), array([0.05243246]))","(array([0.11787714]), array([0.05224022]))","(array([0.11794924]), array([0.05202828]))","(array([0.11799369]), array([0.05179887]))"
(0.12142597331136346+0j),[0.22819841],[1.],[0.52409284],[1.],"(array([0.12763453]), array([0.18004945]))","(array([0.11306355]), array([0.05230993]))","(array([0.11305268]), array([0.05258305]))","(array([0.11296612]), array([0.05281524]))","(array([0.11293973]), array([0.05299778]))","(array([0.11321138]), array([0.05313131]))","(array([0.11363305]), array([0.05322422]))","(array([0.11402878]), array([0.05328645]))","(array([0.11439383]), array([0.05331841]))","(array([0.11482226]), array([0.05331783]))","(array([0.11534122]), array([0.0532823]))","(array([0.11585123]), array([0.05320403]))","(array([0.11628024]), array([0.05308559]))","(array([0.11666946]), array([0.05294248]))","(array([0.11706073]), array([0.05278423]))","(array([0.11742236]), array([0.05261324]))","(array([0.11769169]), array([0.05243288]))","(array([0.11787753]), array([0.0522406]))","(array([0.11794965]), array([0.05202863]))","(array([0.11799412]), array([0.05179919]))","(array([0.11808409]), array([0.05155609]))"
