Es,Sx,Sxx,Sy,Syy,PQ-25,PQ-24,PQ-23,PQ-22,PQ-21,PQ-20,PQ-19,PQ-18,PQ-17,PQ-16,PQ-15,PQ-14,PQ-13,PQ-12,PQ-11,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.1238471974342083+0j),[0.21895715],[1.],[0.52098043],[1.],"(array([0.12956928]), array([0.17491078]))","(array([0.11359026]), array([0.04875296]))","(array([0.11359967]), array([0.0490802]))","(array([0.11388671]), array([0.04939905]))","(array([0.11431364]), array([0.04969692]))","(array([0.1147144]), array([0.0499656]))","(array([0.11509]), array([0.05019545]))","(array([0.11553805]), array([0.05037742]))","(array([0.11608305]), array([0.05051324]))","(array([0.11661488]), array([0.05061347]))","(array([0.11705603]), array([0.05068838]))","(array([0.11745403]), array([0.0507388]))","(array([0.1178557]), array([0.05076243]))","(array([0.1182307]), array([0.05075867]))","(array([0.11852267]), array([0.05072111]))","(array([0.11873759]), array([0.05065201]))","(array([0.11883325]), array([0.05056485]))","(array([0.11888991]), array([0.0504697]))","(array([0.11898104]), array([0.05036697]))","(array([0.11896651]), array([0.05025947]))","(array([0.11894616]), array([0.0501443]))","(array([0.1188425]), array([0.05001265]))","(array([0.11839205]), array([0.04986866]))","(array([0.11785873]), array([0.04972087]))","(array([0.117624]), array([0.04957279]))","(array([0.11751502]), array([0.04942748]))"
(0.12286755228574897+0j),[0.21834794],[1.],[0.51865136],[1.],"(array([0.1294921]), array([0.17487025]))","(array([0.11360067]), array([0.04908101]))","(array([0.11388766]), array([0.04939983]))","(array([0.11431453]), array([0.04969766]))","(array([0.11471521]), array([0.04996631]))","(array([0.11509076]), array([0.05019614]))","(array([0.11553876]), array([0.05037809]))","(array([0.11608373]), array([0.05051391]))","(array([0.11661554]), array([0.05061415]))","(array([0.11705668]), array([0.05068909]))","(array([0.11745467]), array([0.05073954]))","(array([0.11785633]), array([0.05076322]))","(array([0.11823133]), array([0.0507595]))","(array([0.1185233]), array([0.05072196]))","(array([0.11873824]), array([0.05065289]))","(array([0.11883392]), array([0.05056573]))","(array([0.11889063]), array([0.05047056]))","(array([0.11898184]), array([0.05036779]))","(array([0.11896739]), array([0.05026025]))","(array([0.11894711]), array([0.05014504]))","(array([0.1188435]), array([0.05001334]))","(array([0.11839307]), array([0.0498693]))","(array([0.11785977]), array([0.04972146]))","(array([0.11762505]), array([0.04957335]))","(array([0.11751608]), array([0.04942801]))","(array([0.11717134]), array([0.04928739]))"
(0.12224918947651363+0j),[0.21776914],[1.],[0.5174191],[1.],"(array([0.12941765]), array([0.17478459]))","(array([0.11388865]), array([0.04940064]))","(array([0.11431547]), array([0.04969844]))","(array([0.11471609]), array([0.04996705]))","(array([0.11509156]), array([0.05019684]))","(array([0.1155395]), array([0.05037877]))","(array([0.11608443]), array([0.05051457]))","(array([0.11661622]), array([0.05061482]))","(array([0.11705734]), array([0.05068977]))","(array([0.11745532]), array([0.05074025]))","(array([0.11785697]), array([0.05076396]))","(array([0.11823196]), array([0.05076028]))","(array([0.11852393]), array([0.05072278]))","(array([0.11873886]), array([0.05065373]))","(array([0.11883455]), array([0.05056659]))","(array([0.11889129]), array([0.05047143]))","(array([0.11898255]), array([0.05036864]))","(array([0.11896817]), array([0.05026106]))","(array([0.11894798]), array([0.05014581]))","(array([0.11884443]), array([0.05001407]))","(array([0.11839404]), array([0.04986997]))","(array([0.11786076]), array([0.04972209]))","(array([0.11762606]), array([0.04957393]))","(array([0.1175171]), array([0.04942855]))","(array([0.11717237]), array([0.04928791]))","(array([0.11677063]), array([0.04915401]))"
(0.12187906648462891+0j),[0.21724968],[1.],[0.5169055],[1.],"(array([0.12971436]), array([0.17487264]))","(array([0.11431645]), array([0.04969924]))","(array([0.11471701]), array([0.04996782]))","(array([0.11509242]), array([0.05019758]))","(array([0.1155403]), array([0.05037947]))","(array([0.11608516]), array([0.05051524]))","(array([0.11661691]), array([0.05061548]))","(array([0.117058]), array([0.05069043]))","(array([0.11745596]), array([0.05074093]))","(array([0.1178576]), array([0.05076467]))","(array([0.11823258]), array([0.05076102]))","(array([0.11852455]), array([0.05072356]))","(array([0.11873947]), array([0.05065455]))","(array([0.11883517]), array([0.05056743]))","(array([0.11889191]), array([0.05047228]))","(array([0.1189832]), array([0.05036949]))","(array([0.11896888]), array([0.05026189]))","(array([0.11894876]), array([0.0501466]))","(array([0.11884528]), array([0.05001482]))","(array([0.11839495]), array([0.04987068]))","(array([0.1178617]), array([0.04972275]))","(array([0.11762703]), array([0.04957455]))","(array([0.11751809]), array([0.04942912]))","(array([0.11717337]), array([0.04928845]))","(array([0.11677164]), array([0.04915452]))","(array([0.11657446]), array([0.04903064]))"
(0.1219142450461313+0j),[0.2167949],[1.],[0.51752836],[1.],"(array([0.13024326]), array([0.17512781]))","(array([0.11471799]), array([0.04996863]))","(array([0.11509334]), array([0.05019836]))","(array([0.11554115]), array([0.05038021]))","(array([0.11608595]), array([0.05051595]))","(array([0.11661764]), array([0.05061615]))","(array([0.11705869]), array([0.05069109]))","(array([0.11745662]), array([0.0507416]))","(array([0.11785825]), array([0.05076535]))","(array([0.11823321]), array([0.05076174]))","(array([0.11852517]), array([0.05072431]))","(array([0.11874009]), array([0.05065533]))","(array([0.11883578]), array([0.05056825]))","(array([0.11889252]), array([0.05047312]))","(array([0.11898383]), array([0.05037035]))","(array([0.11896953]), array([0.05026274]))","(array([0.11894947]), array([0.05014743]))","(array([0.11884607]), array([0.05001561]))","(array([0.11839581]), array([0.04987143]))","(array([0.11786261]), array([0.04972346]))","(array([0.11762798]), array([0.0495752]))","(array([0.11751906]), array([0.04942973]))","(array([0.11717436]), array([0.04928901]))","(array([0.11677264]), array([0.04915505]))","(array([0.11657547]), array([0.04903114]))","(array([0.11658742]), array([0.04892134]))"
(0.12188466388045642+0j),[0.21639119],[1.],[0.5178993],[1.],"(array([0.13078467]), array([0.17544605]))","(array([0.11509432]), array([0.05019918]))","(array([0.11554207]), array([0.050381]))","(array([0.11608681]), array([0.0505167]))","(array([0.11661843]), array([0.05061687]))","(array([0.11705942]), array([0.05069178]))","(array([0.11745731]), array([0.05074227]))","(array([0.11785891]), array([0.05076603]))","(array([0.11823386]), array([0.05076243]))","(array([0.1185258]), array([0.05072504]))","(array([0.11874071]), array([0.05065609]))","(array([0.1188364]), array([0.05056905]))","(array([0.11889314]), array([0.05047395]))","(array([0.11898445]), array([0.0503712]))","(array([0.11897017]), array([0.05026361]))","(array([0.11895013]), array([0.0501483]))","(array([0.11884678]), array([0.05001645]))","(array([0.11839659]), array([0.04987223]))","(array([0.11786347]), array([0.04972422]))","(array([0.1176289]), array([0.04957592]))","(array([0.11752002]), array([0.04943039]))","(array([0.11717534]), array([0.04928963]))","(array([0.11677363]), array([0.04915562]))","(array([0.11657647]), array([0.04903167]))","(array([0.11658843]), array([0.04892185]))","(array([0.11669964]), array([0.04882462]))"
(0.1222177522877718+0j),[0.21602783],[1.],[0.51925287],[1.],"(array([0.13133293]), array([0.17580224]))","(array([0.11554306]), array([0.05038183]))","(array([0.11608774]), array([0.0505175]))","(array([0.1166193]), array([0.05061763]))","(array([0.11706022]), array([0.05069251]))","(array([0.11745805]), array([0.05074297]))","(array([0.11785961]), array([0.05076672]))","(array([0.11823453]), array([0.05076312]))","(array([0.11852646]), array([0.05072575]))","(array([0.11874136]), array([0.05065683]))","(array([0.11883703]), array([0.05056982]))","(array([0.11889377]), array([0.05047476]))","(array([0.11898508]), array([0.05037205]))","(array([0.1189708]), array([0.05026449]))","(array([0.11895078]), array([0.05014918]))","(array([0.11884746]), array([0.05001733]))","(array([0.11839732]), array([0.04987308]))","(array([0.11786426]), array([0.04972503]))","(array([0.11762976]), array([0.04957669]))","(array([0.11752094]), array([0.04943112]))","(array([0.11717629]), array([0.0492903]))","(array([0.1167746]), array([0.04915625]))","(array([0.11657746]), array([0.04903225]))","(array([0.11658944]), array([0.04892239]))","(array([0.11670065]), array([0.04882514]))","(array([0.11689441]), array([0.04873854]))"
(0.12245461391164114+0j),[0.21571244],[1.],[0.52023071],[1.],"(array([0.13197937]), array([0.17617431]))","(array([0.11608873]), array([0.05051832]))","(array([0.11662023]), array([0.05061843]))","(array([0.11706109]), array([0.05069327]))","(array([0.11745885]), array([0.0507437]))","(array([0.11786035]), array([0.05076742]))","(array([0.11823523]), array([0.05076381]))","(array([0.11852713]), array([0.05072644]))","(array([0.11874202]), array([0.05065754]))","(array([0.11883768]), array([0.05057056]))","(array([0.11889442]), array([0.05047555]))","(array([0.11898572]), array([0.05037287]))","(array([0.11897144]), array([0.05026534]))","(array([0.11895142]), array([0.05015006]))","(array([0.11884811]), array([0.05001822]))","(array([0.118398]), array([0.04987397]))","(array([0.11786499]), array([0.04972589]))","(array([0.11763055]), array([0.04957751]))","(array([0.1175218]), array([0.04943189]))","(array([0.11717721]), array([0.04929103]))","(array([0.11677555]), array([0.04915693]))","(array([0.11657844]), array([0.04903288]))","(array([0.11659043]), array([0.04892298]))","(array([0.11670166]), array([0.04882569]))","(array([0.11689543]), array([0.04873906]))","(array([0.1171573]), array([0.04866202]))"
(0.12278164460795384+0j),[0.21546197],[1.],[0.52136564],[1.],"(array([0.13269935]), array([0.17648554]))","(array([0.11662123]), array([0.05061925]))","(array([0.11706202]), array([0.05069406]))","(array([0.11745972]), array([0.05074446]))","(array([0.11786115]), array([0.05076815]))","(array([0.11823598]), array([0.05076451]))","(array([0.11852783]), array([0.05072713]))","(array([0.11874269]), array([0.05065824]))","(array([0.11883835]), array([0.05057128]))","(array([0.11889507]), array([0.0504763]))","(array([0.11898636]), array([0.05037366]))","(array([0.11897208]), array([0.05026617]))","(array([0.11895206]), array([0.05015093]))","(array([0.11884876]), array([0.05001911]))","(array([0.11839866]), array([0.04987486]))","(array([0.11786567]), array([0.04972678]))","(array([0.11763128]), array([0.04957837]))","(array([0.1175226]), array([0.04943272]))","(array([0.11717807]), array([0.04929181]))","(array([0.11677647]), array([0.04915767]))","(array([0.11657939]), array([0.04903357]))","(array([0.11659141]), array([0.04892362]))","(array([0.11670267]), array([0.04882628]))","(array([0.11689645]), array([0.04873961]))","(array([0.11715834]), array([0.04866254]))","(array([0.11739578]), array([0.04859842]))"
(0.12294483507977273+0j),[0.21527543],[1.],[0.52192755],[1.],"(array([0.13337024]), array([0.17672763]))","(array([0.11706303]), array([0.05069489]))","(array([0.11746066]), array([0.05074525]))","(array([0.11786202]), array([0.05076891]))","(array([0.11823678]), array([0.05076524]))","(array([0.11852858]), array([0.05072783]))","(array([0.1187434]), array([0.05065893]))","(array([0.11883903]), array([0.05057198]))","(array([0.11889574]), array([0.05047702]))","(array([0.11898702]), array([0.05037442]))","(array([0.11897273]), array([0.05026697]))","(array([0.1189527]), array([0.05015176]))","(array([0.1188494]), array([0.05001998]))","(array([0.1183993]), array([0.04987575]))","(array([0.11786633]), array([0.04972768]))","(array([0.11763197]), array([0.04957926]))","(array([0.11752333]), array([0.04943358]))","(array([0.11717887]), array([0.04929264]))","(array([0.11677734]), array([0.04915845]))","(array([0.11658032]), array([0.04903431]))","(array([0.11659238]), array([0.0489243]))","(array([0.11670366]), array([0.04882692]))","(array([0.11689747]), array([0.0487402]))","(array([0.11715937]), array([0.04866309]))","(array([0.11739683]), array([0.04859895]))","(array([0.11758724]), array([0.04854914]))"
(0.12336048856608281+0j),[0.21513491],[1.],[0.52312626],[1.],"(array([0.13394316]), array([0.17695735]))","(array([0.11746168]), array([0.05074608]))","(array([0.11786297]), array([0.0507697]))","(array([0.11823766]), array([0.050766]))","(array([0.11852939]), array([0.05072856]))","(array([0.11874415]), array([0.05065963]))","(array([0.11883974]), array([0.05057267]))","(array([0.11889642]), array([0.05047772]))","(array([0.11898768]), array([0.05037514]))","(array([0.11897338]), array([0.05026773]))","(array([0.11895335]), array([0.05015256]))","(array([0.11885004]), array([0.05002081]))","(array([0.11839995]), array([0.04987662]))","(array([0.11786698]), array([0.04972857]))","(array([0.11763263]), array([0.04958016]))","(array([0.11752403]), array([0.04943448]))","(array([0.11717961]), array([0.04929351]))","(array([0.11677814]), array([0.04915928]))","(array([0.11658119]), array([0.0490351]))","(array([0.11659332]), array([0.04892504]))","(array([0.11670465]), array([0.0488276]))","(array([0.11689848]), array([0.04874084]))","(array([0.11716041]), array([0.04866368]))","(array([0.11739789]), array([0.04859949]))","(array([0.11758831]), array([0.04854966]))","(array([0.11778625]), array([0.04851264]))"
(0.12362325480689097+0j),[0.21503143],[1.],[0.52379479],[1.],"(array([0.134471]), array([0.17717736]))","(array([0.117864]), array([0.05077054]))","(array([0.11823862]), array([0.0507668]))","(array([0.11853028]), array([0.05072932]))","(array([0.11874497]), array([0.05066036]))","(array([0.11884049]), array([0.05057338]))","(array([0.11889712]), array([0.05047842]))","(array([0.11898836]), array([0.05037585]))","(array([0.11897404]), array([0.05026845]))","(array([0.118954]), array([0.05015332]))","(array([0.11885069]), array([0.05002162]))","(array([0.11840059]), array([0.04987747]))","(array([0.11786762]), array([0.04972945]))","(array([0.11763328]), array([0.04958107]))","(array([0.1175247]), array([0.04943539]))","(array([0.11718031]), array([0.04929441]))","(array([0.11677889]), array([0.04916015]))","(array([0.11658201]), array([0.04903593]))","(array([0.11659421]), array([0.04892584]))","(array([0.1167056]), array([0.04882835]))","(array([0.11689949]), array([0.04874153]))","(array([0.11716144]), array([0.04866432]))","(array([0.11739894]), array([0.04860008]))","(array([0.11758939]), array([0.04855021]))","(array([0.11778735]), array([0.04851315]))","(array([0.11799706]), array([0.04848516]))"
(0.12398523633400468+0j),[0.21496791],[1.],[0.5246632],[1.],"(array([0.13497626]), array([0.17734289]))","(array([0.11823965]), array([0.05076764]))","(array([0.11853124]), array([0.05073013]))","(array([0.11874586]), array([0.05066113]))","(array([0.11884131]), array([0.05057411]))","(array([0.11889788]), array([0.05047913]))","(array([0.11898907]), array([0.05037655]))","(array([0.11897472]), array([0.05026916]))","(array([0.11895466]), array([0.05015406]))","(array([0.11885135]), array([0.05002238]))","(array([0.11840124]), array([0.04987828]))","(array([0.11786827]), array([0.0497303]))","(array([0.11763393]), array([0.04958195]))","(array([0.11752536]), array([0.0494363]))","(array([0.11718099]), array([0.04929533]))","(array([0.11677959]), array([0.04916107]))","(array([0.11658276]), array([0.04903682]))","(array([0.11659503]), array([0.04892668]))","(array([0.1167065]), array([0.04882915]))","(array([0.11690045]), array([0.04874228]))","(array([0.11716246]), array([0.04866502]))","(array([0.1174]), array([0.04860072]))","(array([0.11759046]), array([0.0485508]))","(array([0.11778844]), array([0.0485137]))","(array([0.11799817]), array([0.04848568]))","(array([0.11817072]), array([0.04846655]))"
(0.12440814734013599+0j),[0.21493768],[1.],[0.52561877],[1.],"(array([0.1354639]), array([0.17751311]))","(array([0.11853228]), array([0.05073097]))","(array([0.11874683]), array([0.05066194]))","(array([0.1188422]), array([0.05057488]))","(array([0.11889869]), array([0.05047986]))","(array([0.11898983]), array([0.05037726]))","(array([0.11897543]), array([0.05026987]))","(array([0.11895534]), array([0.05015477]))","(array([0.11885201]), array([0.05002312]))","(array([0.1184019]), array([0.04987905]))","(array([0.11786892]), array([0.04973111]))","(array([0.11763458]), array([0.0495828]))","(array([0.11752601]), array([0.04943719]))","(array([0.11718164]), array([0.04929625]))","(array([0.11678026]), array([0.04916199]))","(array([0.11658346]), array([0.04903774]))","(array([0.11659578]), array([0.04892758]))","(array([0.11670733]), array([0.04883]))","(array([0.11690136]), array([0.04874309]))","(array([0.11716344]), array([0.04866577]))","(array([0.11740102]), array([0.04860142]))","(array([0.11759152]), array([0.04855144]))","(array([0.11778953]), array([0.0485143]))","(array([0.11799927]), array([0.04848623]))","(array([0.11817184]), array([0.04846707]))","(array([0.11837664]), array([0.04845614]))"
(0.12497325871535271+0j),[0.21492511],[1.],[0.52689461],[1.],"(array([0.13588648]), array([0.17769238]))","(array([0.11874788]), array([0.05066278]))","(array([0.11884317]), array([0.05057569]))","(array([0.11889959]), array([0.05048063]))","(array([0.11899064]), array([0.05037799]))","(array([0.11897619]), array([0.05027057]))","(array([0.11895605]), array([0.05015547]))","(array([0.11885269]), array([0.05002383]))","(array([0.11840256]), array([0.04987978]))","(array([0.11786957]), array([0.04973188]))","(array([0.11763523]), array([0.04958361]))","(array([0.11752665]), array([0.04943804]))","(array([0.11718229]), array([0.04929713]))","(array([0.11678092]), array([0.04916291]))","(array([0.11658413]), array([0.04903867]))","(array([0.11659649]), array([0.0489285]))","(array([0.11670808]), array([0.0488309]))","(array([0.11690218]), array([0.04874394]))","(array([0.11716434]), array([0.04866658]))","(array([0.117402]), array([0.04860218]))","(array([0.11759255]), array([0.04855215]))","(array([0.11779058]), array([0.04851494]))","(array([0.11800036]), array([0.04848683]))","(array([0.11817294]), array([0.04846762]))","(array([0.11837776]), array([0.04845666]))","(array([0.11862862]), array([0.04845157]))"
(0.12573417499465345+0j),[0.21491341],[1.],[0.5286371],[1.],"(array([0.13627454]), array([0.17791804]))","(array([0.11884423]), array([0.05057653]))","(array([0.11890057]), array([0.05048143]))","(array([0.11899154]), array([0.05037876]))","(array([0.11897701]), array([0.05027131]))","(array([0.11895681]), array([0.05015618]))","(array([0.11885341]), array([0.05002453]))","(array([0.11840324]), array([0.0498805]))","(array([0.11787024]), array([0.04973261]))","(array([0.11763588]), array([0.04958439]))","(array([0.1175273]), array([0.04943885]))","(array([0.11718294]), array([0.04929798]))","(array([0.11678157]), array([0.0491638]))","(array([0.11658479]), array([0.04903958]))","(array([0.11659716]), array([0.04892943]))","(array([0.11670878]), array([0.04883183]))","(array([0.11690293]), array([0.04874485]))","(array([0.11716516]), array([0.04866744]))","(array([0.1174029]), array([0.04860299]))","(array([0.11759352]), array([0.04855291]))","(array([0.11779161]), array([0.04851565]))","(array([0.11800141]), array([0.04848747]))","(array([0.11817402]), array([0.04846822]))","(array([0.11837886]), array([0.04845721]))","(array([0.11862974]), array([0.04845209]))","(array([0.11896934]), array([0.04844913]))"
(0.12643412838733598+0j),[0.21488346],[1.],[0.53012858],[1.],"(array([0.13655731]), array([0.17814541]))","(array([0.11890163]), array([0.05048228]))","(array([0.11899253]), array([0.05037957]))","(array([0.11897792]), array([0.05027208]))","(array([0.11895764]), array([0.05015691]))","(array([0.11885417]), array([0.05002525]))","(array([0.11840396]), array([0.0498812]))","(array([0.11787092]), array([0.04973333]))","(array([0.11763654]), array([0.04958512]))","(array([0.11752795]), array([0.04943962]))","(array([0.11718359]), array([0.04929879]))","(array([0.11678221]), array([0.04916465]))","(array([0.11658543]), array([0.04904047]))","(array([0.11659781]), array([0.04893035]))","(array([0.11670945]), array([0.04883276]))","(array([0.11690363]), array([0.04874577]))","(array([0.11716591]), array([0.04866834]))","(array([0.11740372]), array([0.04860385]))","(array([0.11759442]), array([0.04855372]))","(array([0.11779258]), array([0.04851641]))","(array([0.11800243]), array([0.04848818]))","(array([0.11817508]), array([0.04846887]))","(array([0.11837994]), array([0.04845781]))","(array([0.11863084]), array([0.04845264]))","(array([0.11897046]), array([0.04844965]))","(array([0.11933414]), array([0.0484445]))"
(0.12723359616478905+0j),[0.21483186],[1.],[0.53183256],[1.],"(array([0.1368028]), array([0.17835902]))","(array([0.1189936]), array([0.05038041]))","(array([0.11897891]), array([0.05027289]))","(array([0.11895856]), array([0.05015769]))","(array([0.118855]), array([0.05002599]))","(array([0.11840472]), array([0.04988192]))","(array([0.11787163]), array([0.04973404]))","(array([0.11763722]), array([0.04958584]))","(array([0.11752862]), array([0.04944036]))","(array([0.11718424]), array([0.04929956]))","(array([0.11678286]), array([0.04916545]))","(array([0.11658608]), array([0.04904132]))","(array([0.11659846]), array([0.04893123]))","(array([0.1167101]), array([0.04883367]))","(array([0.1169043]), array([0.0487467]))","(array([0.11716661]), array([0.04866927]))","(array([0.11740447]), array([0.04860475]))","(array([0.11759524]), array([0.04855457]))","(array([0.11779348]), array([0.04851721]))","(array([0.1180034]), array([0.04848893]))","(array([0.1181761]), array([0.04846957]))","(array([0.11838099]), array([0.04845845]))","(array([0.11863192]), array([0.04845323]))","(array([0.11897157]), array([0.0484502]))","(array([0.11933526]), array([0.04844501]))","(array([0.11969479]), array([0.04843553]))"
(0.1278813447669918+0j),[0.2147689],[1.],[0.53305046],[1.],"(array([0.13707074]), array([0.17853607]))","(array([0.11898]), array([0.05027373]))","(array([0.11895956]), array([0.0501585]))","(array([0.11885593]), array([0.05002676]))","(array([0.11840556]), array([0.04988266]))","(array([0.1178724]), array([0.04973476]))","(array([0.11763794]), array([0.04958655]))","(array([0.1175293]), array([0.04944107]))","(array([0.11718491]), array([0.04930029]))","(array([0.11678351]), array([0.04916621]))","(array([0.11658673]), array([0.04904211]))","(array([0.1165991]), array([0.04893206]))","(array([0.11671075]), array([0.04883454]))","(array([0.11690496]), array([0.0487476]))","(array([0.11716728]), array([0.04867019]))","(array([0.11740517]), array([0.04860566]))","(array([0.11759599]), array([0.04855546]))","(array([0.1177943]), array([0.04851806]))","(array([0.1180043]), array([0.04848973]))","(array([0.11817707]), array([0.04847032]))","(array([0.11838202]), array([0.04845914]))","(array([0.11863298]), array([0.04845387]))","(array([0.11897265]), array([0.04845078]))","(array([0.11933637]), array([0.04844555]))","(array([0.11969592]), array([0.04843604]))","(array([0.12002432]), array([0.04842259]))"
(0.12888007727569117+0j),[0.21467583],[1.],[0.53519372],[1.],"(array([0.13726171]), array([0.17874932]))","(array([0.11896066]), array([0.05015934]))","(array([0.11885695]), array([0.05002758]))","(array([0.11840649]), array([0.04988344]))","(array([0.11787324]), array([0.04973551]))","(array([0.11763871]), array([0.04958727]))","(array([0.11753002]), array([0.04944178]))","(array([0.11718559]), array([0.049301]))","(array([0.11678418]), array([0.04916693]))","(array([0.11658738]), array([0.04904286]))","(array([0.11659975]), array([0.04893285]))","(array([0.11671139]), array([0.04883537]))","(array([0.1169056]), array([0.04874847]))","(array([0.11716794]), array([0.04867108]))","(array([0.11740584]), array([0.04860658]))","(array([0.11759669]), array([0.04855637]))","(array([0.11779504]), array([0.04851895]))","(array([0.11800512]), array([0.04849058]))","(array([0.11817797]), array([0.04847111]))","(array([0.11838299]), array([0.04845989]))","(array([0.11863401]), array([0.04845456]))","(array([0.11897372]), array([0.04845141]))","(array([0.11933747]), array([0.04844613]))","(array([0.11969705]), array([0.04843657]))","(array([0.12002547]), array([0.0484231]))","(array([0.12040368]), array([0.04840538]))"
(0.12998090419605796+0j),[0.21454506],[1.],[0.53754931],[1.],"(array([0.13751776]), array([0.17906177]))","(array([0.11885806]), array([0.05002843]))","(array([0.11840752]), array([0.04988427]))","(array([0.11787418]), array([0.0497363]))","(array([0.11763956]), array([0.04958802]))","(array([0.1175308]), array([0.0494425]))","(array([0.11718632]), array([0.04930171]))","(array([0.11678486]), array([0.04916764]))","(array([0.11658804]), array([0.04904359]))","(array([0.1166004]), array([0.0489336]))","(array([0.11671204]), array([0.04883616]))","(array([0.11690625]), array([0.04874929]))","(array([0.11716859]), array([0.04867194]))","(array([0.1174065]), array([0.04860747]))","(array([0.11759737]), array([0.04855728]))","(array([0.11779575]), array([0.04851986]))","(array([0.11800588]), array([0.04849146]))","(array([0.1181788]), array([0.04847196]))","(array([0.11838391]), array([0.04846069]))","(array([0.118635]), array([0.0484553]))","(array([0.11897477]), array([0.0484521]))","(array([0.11933856]), array([0.04844676]))","(array([0.11969817]), array([0.04843715]))","(array([0.12002662]), array([0.04842363]))","(array([0.12040486]), array([0.04840588]))","(array([0.12091105]), array([0.0483803]))"
(0.13098311175866034+0j),[0.21436746],[1.],[0.53957892],[1.],"(array([0.13769246]), array([0.1793415]))","(array([0.11840865]), array([0.04988514]))","(array([0.11787522]), array([0.04973714]))","(array([0.11764052]), array([0.04958883]))","(array([0.11753167]), array([0.04944327]))","(array([0.11718711]), array([0.04930245]))","(array([0.1167856]), array([0.04916836]))","(array([0.11658874]), array([0.0490443]))","(array([0.11660108]), array([0.04893433]))","(array([0.1167127]), array([0.04883691]))","(array([0.11690691]), array([0.04875008]))","(array([0.11716924]), array([0.04867277]))","(array([0.11740716]), array([0.04860834]))","(array([0.11759804]), array([0.04855819]))","(array([0.11779644]), array([0.04852078]))","(array([0.1180066]), array([0.04849238]))","(array([0.11817957]), array([0.04847285]))","(array([0.11838475]), array([0.04846154]))","(array([0.11863594]), array([0.04845611]))","(array([0.11897579]), array([0.04845286]))","(array([0.11933964]), array([0.04844746]))","(array([0.11969929]), array([0.04843778]))","(array([0.12002777]), array([0.04842421]))","(array([0.12040604]), array([0.04840642]))","(array([0.12091225]), array([0.04838081]))","(array([0.12140531]), array([0.04834548]))"
(0.13196550241261693+0j),[0.21409576],[1.],[0.54154833],[1.],"(array([0.13751232]), array([0.17956312]))","(array([0.11787637]), array([0.04973801]))","(array([0.11764158]), array([0.04958967]))","(array([0.11753264]), array([0.04944408]))","(array([0.11718799]), array([0.04930322]))","(array([0.1167864]), array([0.04916911]))","(array([0.11658948]), array([0.04904503]))","(array([0.11660178]), array([0.04893505]))","(array([0.11671339]), array([0.04883764]))","(array([0.11690758]), array([0.04875084]))","(array([0.11716991]), array([0.04867357]))","(array([0.11740783]), array([0.04860918]))","(array([0.11759871]), array([0.04855906]))","(array([0.11779712]), array([0.04852169]))","(array([0.1180073]), array([0.04849331]))","(array([0.1181803]), array([0.04847378]))","(array([0.11838553]), array([0.04846244]))","(array([0.11863679]), array([0.04845697]))","(array([0.11897674]), array([0.04845367]))","(array([0.11934067]), array([0.04844822]))","(array([0.11970038]), array([0.04843849]))","(array([0.12002891]), array([0.04842485]))","(array([0.12040722]), array([0.04840701]))","(array([0.12091346]), array([0.04838135]))","(array([0.12140655]), array([0.04834599]))","(array([0.12185596]), array([0.04829476]))"
(0.13300893997699365+0j),[0.21372365],[1.],[0.54369136],[1.],"(array([0.13727463]), array([0.17978102]))","(array([0.11764274]), array([0.04959056]))","(array([0.11753372]), array([0.04944493]))","(array([0.11718897]), array([0.04930404]))","(array([0.11678729]), array([0.04916989]))","(array([0.11659029]), array([0.04904577]))","(array([0.11660253]), array([0.04893577]))","(array([0.1167141]), array([0.04883836]))","(array([0.11690827]), array([0.04875157]))","(array([0.11717059]), array([0.04867433]))","(array([0.1174085]), array([0.04860997]))","(array([0.11759938]), array([0.0485599]))","(array([0.1177978]), array([0.04852257]))","(array([0.11800799]), array([0.04849422]))","(array([0.11818101]), array([0.04847471]))","(array([0.11838627]), array([0.04846338]))","(array([0.11863758]), array([0.04845788]))","(array([0.11897761]), array([0.04845454]))","(array([0.11934164]), array([0.04844903]))","(array([0.11970144]), array([0.04843925]))","(array([0.12003003]), array([0.04842556]))","(array([0.12040838]), array([0.04840765]))","(array([0.12091467]), array([0.04838193]))","(array([0.12140779]), array([0.04834652]))","(array([0.12185722]), array([0.04829526]))","(array([0.12231938]), array([0.04822214]))"
