Es,Sx,Sxx,Sy,Syy,PQ-25,PQ-24,PQ-23,PQ-22,PQ-21,PQ-20,PQ-19,PQ-18,PQ-17,PQ-16,PQ-15,PQ-14,PQ-13,PQ-12,PQ-11,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.0005729438161092057+0j),[4.42564705e-14],[1.],[0.04784951],[1.],"(array([0.00541905]), array([0.00938608]))","(array([-1.11260523e-23]), array([5.16899307e-23]))","(array([-4.72181719e-23]), array([-1.40894556e-23]))","(array([6.33868549e-23]), array([1.31215658e-22]))","(array([-5.516189e-23]), array([-1.78188618e-23]))","(array([0.0004905]), array([-2.15078606e-16]))","(array([0.00144384]), array([-3.63955827e-15]))","(array([0.00232152]), array([1.00960906e-15]))","(array([0.00319108]), array([3.84154514e-15]))","(array([0.00407583]), array([7.26176931e-15]))","(array([0.004918]), array([1.23390881e-14]))","(array([0.00574489]), array([1.18620391e-14]))","(array([0.00642766]), array([1.00442658e-14]))","(array([0.0070575]), array([6.78298563e-15]))","(array([0.0078148]), array([8.86291908e-15]))","(array([0.00857256]), array([1.07708981e-14]))","(array([0.00923995]), array([1.52525562e-14]))","(array([0.00986275]), array([1.59750685e-14]))","(array([0.01048805]), array([1.2968359e-14]))","(array([0.01099878]), array([1.08567669e-14]))","(array([0.01118737]), array([1.06733199e-14]))","(array([0.01111156]), array([1.01724185e-14]))","(array([0.01105153]), array([1.1900203e-14]))","(array([0.01095446]), array([1.05037506e-14]))","(array([0.01087141]), array([1.06893661e-14]))","(array([0.01083811]), array([1.01216778e-14]))"
(0.0005175339640474273+0j),[4.20043819e-14],[1.],[0.04547691],[1.],"(array([0.00526102]), array([0.00911236]))","(array([-3.20216056e-23]), array([6.0321832e-23]))","(array([7.93458543e-23]), array([1.42533939e-22]))","(array([8.92090385e-24]), array([8.77846539e-23]))","(array([0.0004905]), array([-2.14902423e-16]))","(array([0.00144384]), array([-3.63999195e-15]))","(array([0.00232152]), array([1.0098259e-15]))","(array([0.00319108]), array([3.84327986e-15]))","(array([0.00407583]), array([7.25895039e-15]))","(array([0.004918]), array([1.23399554e-14]))","(array([0.00574489]), array([1.1863557e-14]))","(array([0.00642766]), array([1.004535e-14]))","(array([0.0070575]), array([6.78146775e-15]))","(array([0.0078148]), array([8.86530432e-15]))","(array([0.00857256]), array([1.07717654e-14]))","(array([0.00923995]), array([1.5258194e-14]))","(array([0.00986275]), array([1.59815737e-14]))","(array([0.01048805]), array([1.29657569e-14]))","(array([0.01099878]), array([1.08689099e-14]))","(array([0.01118737]), array([1.06702841e-14]))","(array([0.01111156]), array([1.01659133e-14]))","(array([0.01105153]), array([1.19036725e-14]))","(array([0.01095446]), array([1.05028833e-14]))","(array([0.01087141]), array([1.06911008e-14]))","(array([0.01083811]), array([1.01199431e-14]))","(array([0.01052204]), array([9.95687907e-15]))"
(0.00048147642003746173+0j),[4.34865066e-14],[1.],[0.04386405],[1.],"(array([0.00503635]), array([0.00872322]))","(array([6.86238497e-23]), array([2.0721325e-22]))","(array([2.6509048e-24]), array([9.89454852e-23]))","(array([0.0004905]), array([-2.19578045e-16]))","(array([0.00144384]), array([-3.67620431e-15]))","(array([0.00232152]), array([9.11055086e-16]))","(array([0.00319108]), array([3.63261938e-15]))","(array([0.00407583]), array([6.95569904e-15]))","(array([0.004918]), array([1.2066086e-14]))","(array([0.00574489]), array([1.1594458e-14]))","(array([0.00642766]), array([9.86927554e-15]))","(array([0.0070575]), array([6.84261675e-15]))","(array([0.0078148]), array([9.08149424e-15]))","(array([0.00857256]), array([1.10254687e-14]))","(array([0.00923995]), array([1.53249809e-14]))","(array([0.00986275]), array([1.58245812e-14]))","(array([0.01048805]), array([1.24132475e-14]))","(array([0.01099878]), array([1.01923678e-14]))","(array([0.01118737]), array([1.00774424e-14]))","(array([0.01111156]), array([9.8202696e-15]))","(array([0.01105153]), array([1.18902284e-14]))","(array([0.01095446]), array([1.0870211e-14]))","(array([0.01087141]), array([1.12635595e-14]))","(array([0.01083811]), array([1.07977863e-14]))","(array([0.01052204]), array([1.08359502e-14]))","(array([0.0100727]), array([1.01004274e-14]))"
(0.0004447821652061557+0j),[3.75090974e-14],[1.],[0.04215947],[1.],"(array([0.00484934]), array([0.0083993]))","(array([-4.90157607e-23]), array([4.81416478e-24]))","(array([0.0004905]), array([-2.14224797e-16]))","(array([0.00144384]), array([-3.63608883e-15]))","(array([0.00232152]), array([1.02684788e-15]))","(array([0.00319108]), array([3.87016807e-15]))","(array([0.00407583]), array([7.32009939e-15]))","(array([0.004918]), array([1.24930448e-14]))","(array([0.00574489]), array([1.20587134e-14]))","(array([0.00642766]), array([1.03092448e-14]))","(array([0.0070575]), array([7.17828574e-15]))","(array([0.0078148]), array([9.34495537e-15]))","(array([0.00857256]), array([1.10484538e-14]))","(array([0.00923995]), array([1.5105972e-14]))","(array([0.00986275]), array([1.56086082e-14]))","(array([0.01048805]), array([1.2245413e-14]))","(array([0.01099878]), array([1.01247136e-14]))","(array([0.01118737]), array([1.01450966e-14]))","(array([0.01111156]), array([9.74827857e-15]))","(array([0.01105153]), array([1.1398868e-14]))","(array([0.01095446]), array([1.0433928e-14]))","(array([0.01087141]), array([1.08164346e-14]))","(array([0.01083811]), array([9.93259294e-15]))","(array([0.01052204]), array([9.79641715e-15]))","(array([0.0100727]), array([8.96635197e-15]))","(array([0.00969868]), array([9.24260668e-15]))"
(0.00043286079554985616+0j),[3.8095835e-14],[1.],[0.04159076],[1.],"(array([0.00472119]), array([0.00817734]))","(array([0.0004905]), array([-2.09318782e-16]))","(array([0.00144384]), array([-3.59749123e-15]))","(array([0.00232152]), array([1.1267029e-15]))","(array([0.00319108]), array([3.98270826e-15]))","(array([0.00407583]), array([7.53021777e-15]))","(array([0.004918]), array([1.2754988e-14]))","(array([0.00574489]), array([1.2284878e-14]))","(array([0.00642766]), array([1.05566597e-14]))","(array([0.0070575]), array([7.37951367e-15]))","(array([0.0078148]), array([9.47809539e-15]))","(array([0.00857256]), array([1.10649337e-14]))","(array([0.00923995]), array([1.50344147e-14]))","(array([0.00986275]), array([1.5532714e-14]))","(array([0.01048805]), array([1.2192504e-14]))","(array([0.01099878]), array([1.01810921e-14]))","(array([0.01118737]), array([1.01906331e-14]))","(array([0.01111156]), array([9.79858555e-15]))","(array([0.01105153]), array([1.13763166e-14]))","(array([0.01095446]), array([1.03359162e-14]))","(array([0.01087141]), array([1.04677551e-14]))","(array([0.01083811]), array([9.47462594e-15]))","(array([0.01052204]), array([9.49110582e-15]))","(array([0.0100727]), array([8.78767545e-15]))","(array([0.00969868]), array([9.55659163e-15]))","(array([0.00944238]), array([8.4554759e-15]))"
(0.00044425193741053944+0j),[9.33280302e-05],[1.],[0.04213455],[1.],"(array([0.00520117]), array([0.00818017]))","(array([0.00144384]), array([-3.79714706e-15]))","(array([0.00232152]), array([6.05418493e-16]))","(array([0.00319108]), array([2.99207274e-15]))","(array([0.00407583]), array([5.86173905e-15]))","(array([0.004918]), array([1.04399996e-14]))","(array([0.00574489]), array([9.85799983e-15]))","(array([0.00642766]), array([8.4962419e-15]))","(array([0.0070575]), array([5.66994368e-15]))","(array([0.0078148]), array([9.04463136e-15]))","(array([0.00857256]), array([1.21482685e-14]))","(array([0.00923995]), array([1.80185727e-14]))","(array([0.00986275]), array([1.86265933e-14]))","(array([0.01048805]), array([1.44858084e-14]))","(array([0.01099878]), array([1.09222527e-14]))","(array([0.01118737]), array([9.94907282e-15]))","(array([0.01111156]), array([9.09992567e-15]))","(array([0.01105153]), array([1.06199771e-14]))","(array([0.01095446]), array([9.1515337e-15]))","(array([0.01087141]), array([8.9654846e-15]))","(array([0.01083811]), array([7.79888307e-15]))","(array([0.01052204]), array([7.7958473e-15]))","(array([0.0100727]), array([7.20517396e-15]))","(array([0.00969868]), array([7.8569963e-15]))","(array([0.00944238]), array([7.45063733e-15]))","(array([0.00943957]), array([1.05221925e-05]))"
(0.00045591313756899565+0j),[0.00036342],[1.],[0.04268264],[1.],"(array([0.00618058]), array([0.00830726]))","(array([0.00232152]), array([-1.23425575e-15]))","(array([0.00319108]), array([-5.49690501e-17]))","(array([0.00407583]), array([1.87968131e-15]))","(array([0.004918]), array([6.10405823e-15]))","(array([0.00574489]), array([5.77315973e-15]))","(array([0.00642766]), array([5.48259355e-15]))","(array([0.0070575]), array([3.75762789e-15]))","(array([0.0078148]), array([8.40235e-15]))","(array([0.00857256]), array([1.24310284e-14]))","(array([0.00923995]), array([1.89956557e-14]))","(array([0.00986275]), array([2.04159606e-14]))","(array([0.01048805]), array([1.62127256e-14]))","(array([0.01099878]), array([1.21578095e-14]))","(array([0.01118737]), array([1.01216778e-14]))","(array([0.01111156]), array([8.29024349e-15]))","(array([0.01105153]), array([8.55175306e-15]))","(array([0.01095446]), array([6.21508053e-15]))","(array([0.01087141]), array([6.26235175e-15]))","(array([0.01083811]), array([1.0177189e-14]))","(array([0.01052204]), array([1.13463926e-14]))","(array([0.0100727]), array([1.0932661e-14]))","(array([0.00969868]), array([1.18962999e-14]))","(array([0.00944238]), array([1.19401017e-14]))","(array([0.00943957]), array([1.05221925e-05]))","(array([0.00956267]), array([5.14958344e-05]))"
(0.00048609956387965335+0j),[0.00078711],[1.],[0.04406759],[1.],"(array([0.00709949]), array([0.00853512]))","(array([0.00319108]), array([-2.39543628e-15]))","(array([0.00407583]), array([-1.64863782e-15]))","(array([0.004918]), array([1.69721008e-15]))","(array([0.00574489]), array([6.91937826e-16]))","(array([0.00642766]), array([2.90999863e-16]))","(array([0.0070575]), array([-8.7820376e-16]))","(array([0.0078148]), array([4.26893763e-15]))","(array([0.00857256]), array([8.61550414e-15]))","(array([0.00923995]), array([1.53536038e-14]))","(array([0.00986275]), array([1.67587298e-14]))","(array([0.01048805]), array([1.23945992e-14]))","(array([0.01099878]), array([8.24600804e-15]))","(array([0.01118737]), array([6.24110139e-15]))","(array([0.01111156]), array([4.2639503e-15]))","(array([0.01105153]), array([4.35675801e-15]))","(array([0.01095446]), array([1.60331817e-15]))","(array([0.01087141]), array([1.03216047e-15]))","(array([0.01083811]), array([4.42571327e-15]))","(array([0.01052204]), array([5.64565755e-15]))","(array([0.0100727]), array([6.3065872e-15]))","(array([0.00969868]), array([7.7164837e-15]))","(array([0.00944238]), array([2.55932428e-14]))","(array([0.00943957]), array([1.05221925e-05]))","(array([0.00956267]), array([5.14958344e-05]))","(array([0.00978061]), array([0.00012972]))"
(0.0005131639995243088+0j),[0.00135521],[1.],[0.0452645],[1.],"(array([0.00801776]), array([0.00884312]))","(array([0.00407583]), array([-7.417786e-15]))","(array([0.004918]), array([-4.8624299e-15]))","(array([0.00574489]), array([-6.05917226e-15]))","(array([0.00642766]), array([-5.59470005e-15]))","(array([0.0070575]), array([-5.10702591e-15]))","(array([0.0078148]), array([2.24126273e-15]))","(array([0.00857256]), array([9.28662529e-15]))","(array([0.00923995]), array([1.91522145e-14]))","(array([0.00986275]), array([2.42306175e-14]))","(array([0.01048805]), array([2.32197074e-14]))","(array([0.01099878]), array([1.85173057e-14]))","(array([0.01118737]), array([1.17215265e-14]))","(array([0.01111156]), array([6.17648294e-15]))","(array([0.01105153]), array([4.47471921e-15]))","(array([0.01095446]), array([6.09321621e-16]))","(array([0.01087141]), array([-9.95731275e-16]))","(array([0.01083811]), array([1.87046559e-15]))","(array([0.01052204]), array([3.33804165e-15]))","(array([0.0100727]), array([5.04804532e-15]))","(array([0.00969868]), array([8.36570396e-15]))","(array([0.00944238]), array([3.4484568e-14]))","(array([0.00943957]), array([1.05221925e-05]))","(array([0.00956267]), array([5.14958345e-05]))","(array([0.00978061]), array([0.00012972]))","(array([0.0100717]), array([0.00024153]))"
(0.0005494946935753882+0j),[0.00206343],[1.],[0.04681455],[1.],"(array([0.00893274]), array([0.00918328]))","(array([0.004918]), array([-1.22447625e-14]))","(array([0.00574489]), array([-1.31578776e-14]))","(array([0.00642766]), array([-1.15354774e-14]))","(array([0.0070575]), array([-9.06631541e-15]))","(array([0.0078148]), array([1.22384741e-15]))","(array([0.00857256]), array([1.27905499e-14]))","(array([0.00923995]), array([2.85388033e-14]))","(array([0.00986275]), array([3.88604079e-14]))","(array([0.01048805]), array([3.75493907e-14]))","(array([0.01099878]), array([2.75274595e-14]))","(array([0.01118737]), array([1.96748e-14]))","(array([0.01111156]), array([1.24739628e-14]))","(array([0.01105153]), array([8.5326711e-15]))","(array([0.01095446]), array([2.61162619e-15]))","(array([0.01087141]), array([-1.0859369e-15]))","(array([0.01083811]), array([-3.00714315e-15]))","(array([0.01052204]), array([-2.94946359e-15]))","(array([0.0100727]), array([-1.96240593e-15]))","(array([0.00969868]), array([3.31765865e-16]))","(array([0.00944238]), array([2.39331124e-14]))","(array([0.00943957]), array([1.05221925e-05]))","(array([0.00956267]), array([5.14958346e-05]))","(array([0.00978061]), array([0.00012972]))","(array([0.0100717]), array([0.00024153]))","(array([0.01038141]), array([0.00038543]))"
(0.0005936478969590484+0j),[0.00289671],[1.],[0.04861938],[1.],"(array([0.00981352]), array([0.00959775]))","(array([0.00574489]), array([-1.89633465e-14]))","(array([0.00642766]), array([-1.51849019e-14]))","(array([0.0070575]), array([-9.63530471e-15]))","(array([0.0078148]), array([5.64153758e-15]))","(array([0.00857256]), array([2.42583731e-14]))","(array([0.00923995]), array([4.7186647e-14]))","(array([0.00986275]), array([6.00491878e-14]))","(array([0.01048805]), array([5.20798682e-14]))","(array([0.01099878]), array([3.60518906e-14]))","(array([0.01118737]), array([2.55828345e-14]))","(array([0.01111156]), array([1.62036183e-14]))","(array([0.01105153]), array([1.00748403e-14]))","(array([0.01095446]), array([2.18705262e-15]))","(array([0.01087141]), array([-6.23459617e-15]))","(array([0.01083811]), array([-1.63103038e-14]))","(array([0.01052204]), array([-1.82393163e-14]))","(array([0.0100727]), array([-1.83902372e-14]))","(array([0.00969868]), array([-1.77917577e-14]))","(array([0.00944238]), array([2.30674854e-15]))","(array([0.00943957]), array([1.05221925e-05]))","(array([0.00956267]), array([5.14958345e-05]))","(array([0.00978061]), array([0.00012972]))","(array([0.0100717]), array([0.00024153]))","(array([0.01038141]), array([0.00038543]))","(array([0.01075965]), array([0.00055923]))"
(0.0006380406806219716+0j),[0.0038459],[1.],[0.05034625],[1.],"(array([0.01066546]), array([0.01004306]))","(array([0.00642766]), array([-1.40714263e-14]))","(array([0.0070575]), array([-1.96695958e-15]))","(array([0.0078148]), array([2.26199268e-14]))","(array([0.00857256]), array([5.25321973e-14]))","(array([0.00923995]), array([8.44788649e-14]))","(array([0.00986275]), array([9.73375026e-14]))","(array([0.01048805]), array([7.91302787e-14]))","(array([0.01099878]), array([5.15442723e-14]))","(array([0.01118737]), array([3.32741647e-14]))","(array([0.01111156]), array([1.94328061e-14]))","(array([0.01105153]), array([1.01637448e-14]))","(array([0.01095446]), array([-8.52616588e-16]))","(array([0.01087141]), array([-1.91968837e-14]))","(array([0.01083811]), array([-3.84245587e-14]))","(array([0.01052204]), array([-4.29500185e-14]))","(array([0.0100727]), array([-4.45238464e-14]))","(array([0.00969868]), array([-4.64151287e-14]))","(array([0.00944238]), array([-3.14045664e-14]))","(array([0.00943957]), array([1.05221924e-05]))","(array([0.00956267]), array([5.14958345e-05]))","(array([0.00978061]), array([0.00012972]))","(array([0.0100717]), array([0.00024153]))","(array([0.01038141]), array([0.00038543]))","(array([0.01075965]), array([0.00055923]))","(array([0.01115783]), array([0.00076019]))"
(0.0006654251784222384+0j),[0.00487783],[1.],[0.05133295],[1.],"(array([0.01130776]), array([0.01041969]))","(array([0.0070575]), array([1.93447688e-14]))","(array([0.0078148]), array([6.02966028e-14]))","(array([0.00857256]), array([1.08127916e-13]))","(array([0.00923995]), array([1.5203637e-13]))","(array([0.00986275]), array([1.63239647e-13]))","(array([0.01048805]), array([1.31851995e-13]))","(array([0.01099878]), array([8.59078433e-14]))","(array([0.01118737]), array([5.20998175e-14]))","(array([0.01111156]), array([2.67941051e-14]))","(array([0.01105153]), array([8.61723887e-15]))","(array([0.01095446]), array([-1.27311356e-14]))","(array([0.01087141]), array([-4.80683202e-14]))","(array([0.01083811]), array([-7.77945416e-14]))","(array([0.01052204]), array([-8.51215799e-14]))","(array([0.0100727]), array([-8.82297707e-14]))","(array([0.00969868]), array([-9.31464107e-14]))","(array([0.00944238]), array([-8.47334355e-14]))","(array([0.00943957]), array([1.05221924e-05]))","(array([0.00956267]), array([5.14958344e-05]))","(array([0.00978061]), array([0.00012972]))","(array([0.0100717]), array([0.00024153]))","(array([0.01038141]), array([0.00038543]))","(array([0.01075965]), array([0.00055923]))","(array([0.01115783]), array([0.00076019]))","(array([0.01146377]), array([0.00098355]))"
(0.0007049154163747064+0j),[0.00597832],[1.],[0.0527332],[1.],"(array([0.01186395]), array([0.01077296]))","(array([0.0078148]), array([1.23553945e-13]))","(array([0.00857256]), array([1.95812117e-13]))","(array([0.00923995]), array([2.53885454e-13]))","(array([0.00986275]), array([2.63750393e-13]))","(array([0.01048805]), array([2.19689718e-13]))","(array([0.01099878]), array([1.52091013e-13]))","(array([0.01118737]), array([9.24269342e-14]))","(array([0.01111156]), array([4.13167764e-14]))","(array([0.01105153]), array([3.72965547e-17]))","(array([0.01095446]), array([-4.38429675e-14]))","(array([0.01087141]), array([-1.01130909e-13]))","(array([0.01083811]), array([-1.41271109e-13]))","(array([0.01052204]), array([-1.5107967e-13]))","(array([0.0100727]), array([-1.5550625e-13]))","(array([0.00969868]), array([-1.63619986e-13]))","(array([0.00944238]), array([-1.62579585e-13]))","(array([0.00943957]), array([1.05221923e-05]))","(array([0.00956267]), array([5.14958343e-05]))","(array([0.00978061]), array([0.00012972]))","(array([0.0100717]), array([0.00024153]))","(array([0.01038141]), array([0.00038543]))","(array([0.01075965]), array([0.00055923]))","(array([0.01115783]), array([0.00076019]))","(array([0.01146377]), array([0.00098355]))","(array([0.01173289]), array([0.00122397]))"
