Es,Sx,Sxx,Sy,Syy,PQ-50,PQ-49,PQ-48,PQ-47,PQ-46,PQ-45,PQ-44,PQ-43,PQ-42,PQ-41,PQ-40,PQ-39,PQ-38,PQ-37,PQ-36,PQ-35,PQ-34,PQ-33,PQ-32,PQ-31,PQ-30,PQ-29,PQ-28,PQ-27,PQ-26,PQ-25,PQ-24,PQ-23,PQ-22,PQ-21,PQ-20,PQ-19,PQ-18,PQ-17,PQ-16,PQ-15,PQ-14,PQ-13,PQ-12,PQ-11,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.31329113421379906+0j),[-1.01343837e-05],[1.],[0.60316482],[1.],"(array([0.15622975]), array([0.27326876]))","(array([0.08951596]), array([0.1584656]))","(array([0.08990401]), array([0.15960438]))","(array([0.09022297]), array([0.16033556]))","(array([0.09042228]), array([0.16064111]))","(array([0.09046975]), array([0.16051125]))","(array([0.09033395]), array([0.15993333]))","(array([0.0899681]), array([0.15887517]))","(array([0.08931639]), array([0.15730156]))","(array([0.08833638]), array([0.15516984]))","(array([0.08700366]), array([0.15241418]))","(array([0.08529389]), array([0.14898681]))","(array([0.0832059]), array([0.14492581]))","(array([0.0807897]), array([0.14037456]))","(array([0.07813491]), array([0.13549835]))","(array([0.07532703]), array([0.13046135]))","(array([0.07244131]), array([0.1254131]))","(array([0.06951435]), array([0.12044852]))","(array([0.06660007]), array([0.11561848]))","(array([0.06371515]), array([0.1109198]))","(array([0.06086422]), array([0.10633968]))","(array([0.05808586]), array([0.1018797]))","(array([0.0554373]), array([0.09755988]))","(array([0.05298447]), array([0.09343209]))","(array([0.05078868]), array([0.08956842]))","(array([0.04888078]), array([0.08606362]))","(array([0.04728608]), array([0.08302738]))","(array([0.04602146]), array([0.08055408]))","(array([0.0450967]), array([0.07870394]))","(array([0.04451045]), array([0.07749626]))","(array([0.04424695]), array([0.07690837]))","(array([0.04428285]), array([0.07688359]))","(array([0.04459185]), array([0.07735363]))","(array([0.04514648]), array([0.07825307]))","(array([0.04591686]), array([0.0795239]))","(array([0.04687067]), array([0.0811126]))","(array([0.04797635]), array([0.08297173]))","(array([0.04920761]), array([0.08506024]))","(array([0.05054242]), array([0.08733982]))","(array([0.05195792]), array([0.08977126]))","(array([0.05342987]), array([0.09231487]))","(array([0.05493463]), array([0.09493464]))","(array([0.05645051]), array([0.09759685]))","(array([0.05795966]), array([0.10026705]))","(array([0.05944607]), array([0.10290883]))","(array([0.06089443]), array([0.10548481]))","(array([0.06228985]), array([0.10795915]))","(array([0.06361948]), array([0.11030003]))","(array([0.06487327]), array([0.11248245]))","(array([0.06604246]), array([0.11448939]))","(array([0.06711733]), array([0.11631102]))"
(0.3136089856096429+0j),[9.83874137e-05],[1.],[0.61251255],[1.],"(array([0.15835515]), array([0.27787047]))","(array([0.09057756]), array([0.16080873]))","(array([0.09088483]), array([0.16151345]))","(array([0.09106879]), array([0.1617841]))","(array([0.09109627]), array([0.16161044]))","(array([0.09093476]), array([0.16097938]))","(array([0.09053621]), array([0.15985817]))","(array([0.08984361]), array([0.1582108]))","(array([0.08881361]), array([0.15599362]))","(array([0.08742142]), array([0.15314016]))","(array([0.08564319]), array([0.14960369]))","(array([0.08347975]), array([0.14542525]))","(array([0.08098442]), array([0.14075197]))","(array([0.07825039]), array([0.13575371]))","(array([0.0753684]), array([0.13060181]))","(array([0.07242025]), array([0.12545527]))","(array([0.06944728]), array([0.12041411]))","(array([0.06650281]), array([0.11552769]))","(array([0.06359991]), array([0.11078977]))","(array([0.06073956]), array([0.10618358]))","(array([0.05795696]), array([0.10170651]))","(array([0.05530652]), array([0.09737451]))","(array([0.05285184]), array([0.0932358]))","(array([0.05065227]), array([0.08935927]))","(array([0.0487379]), array([0.08583807]))","(array([0.04713352]), array([0.08278123]))","(array([0.0458554]), array([0.08028391]))","(array([0.04491329]), array([0.0784082]))","(array([0.04430694]), array([0.07717574]))","(array([0.04402205]), array([0.07656534]))","(array([0.0440367]), array([0.07652097]))","(array([0.04432634]), array([0.07697519]))","(array([0.04486548]), array([0.07786322]))","(array([0.0456252]), array([0.07912669]))","(array([0.04657292]), array([0.08071251]))","(array([0.04767694]), array([0.08257441]))","(array([0.04891191]), array([0.08467209]))","(array([0.05025697]), array([0.08696754]))","(array([0.05168976]), array([0.08942126]))","(array([0.05318552]), array([0.09199282]))","(array([0.05471899]), array([0.09464572]))","(array([0.05626645]), array([0.09734643]))","(array([0.05780831]), array([0.10006088]))","(array([0.05932739]), array([0.10275271]))","(array([0.0608076]), array([0.10538392]))","(array([0.06223326]), array([0.10791727]))","(array([0.0635906]), array([0.11031889]))","(array([0.064869]), array([0.11256134]))","(array([0.06606092]), array([0.11462503]))","(array([0.06716028]), array([0.11649808]))","(array([0.06815899]), array([0.11817493]))"
(0.31412315202657054+0j),[0.00021474],[1.],[0.62126335],[1.],"(array([0.16040836]), array([0.28201528]))","(array([0.0915935]), array([0.16279256]))","(array([0.09176782]), array([0.16304054]))","(array([0.09178068]), array([0.16283403]))","(array([0.09159833]), array([0.16215913]))","(array([0.09117117]), array([0.16098197]))","(array([0.09044052]), array([0.15926503]))","(array([0.08936157]), array([0.15696284]))","(array([0.08790847]), array([0.1540075]))","(array([0.08605732]), array([0.15035268]))","(array([0.08381066]), array([0.14604206]))","(array([0.08122496]), array([0.14122645]))","(array([0.07839712]), array([0.13608075]))","(array([0.07542372]), array([0.13078458]))","(array([0.07239456]), array([0.12550847]))","(array([0.06935744]), array([0.12035997]))","(array([0.06636645]), array([0.11538855]))","(array([0.06343182]), array([0.11058616]))","(array([0.06055133]), array([0.105933]))","(array([0.05775674]), array([0.10142264]))","(array([0.05509933]), array([0.09706718]))","(array([0.05263994]), array([0.09291103]))","(array([0.05043558]), array([0.08901936]))","(array([0.04851543]), array([0.08548306]))","(array([0.04690353]), array([0.08240967]))","(array([0.04561513]), array([0.07989426]))","(array([0.04465932]), array([0.07799996]))","(array([0.04403625]), array([0.07675006]))","(array([0.04373252]), array([0.07612437]))","(array([0.04372745]), array([0.07606704]))","(array([0.04399843]), array([0.07651081]))","(array([0.04452225]), array([0.07739098]))","(array([0.04527099]), array([0.07864913]))","(array([0.04621195]), array([0.08023333]))","(array([0.04731369]), array([0.08209898]))","(array([0.04855217]), array([0.08420672]))","(array([0.04990793]), array([0.08651895]))","(array([0.05135922]), array([0.08899583]))","(array([0.05288078]), array([0.09159607]))","(array([0.05444572]), array([0.09428258]))","(array([0.05602827]), array([0.0970221]))","(array([0.05760693]), array([0.0997812]))","(array([0.05916321]), array([0.1025239]))","(array([0.06068022]), array([0.10521207]))","(array([0.06214158]), array([0.10780754]))","(array([0.0635326]), array([0.11027482]))","(array([0.06484162]), array([0.11258424]))","(array([0.06606028]), array([0.11471347]))","(array([0.06718334]), array([0.11664778]))","(array([0.06820705]), array([0.11837911]))","(array([0.06912402]), array([0.1199059]))"
(0.3147950119008302+0j),[0.00033534],[1.],[0.62938756],[1.],"(array([0.16234656]), array([0.2856703]))","(array([0.09252428]), array([0.16441053]))","(array([0.09252994]), array([0.16418633]))","(array([0.09233384]), array([0.16348122]))","(array([0.09188457]), array([0.16225965]))","(array([0.09112134]), array([0.16048184]))","(array([0.08999721]), array([0.15809954]))","(array([0.08848449]), array([0.15504245]))","(array([0.08655854]), array([0.15126369]))","(array([0.084223]), array([0.14680891]))","(array([0.08153709]), array([0.14183223]))","(array([0.07860126]), array([0.13651373]))","(array([0.07551835]), array([0.13104228]))","(array([0.07238748]), array([0.12560198]))","(array([0.06926481]), array([0.12031055]))","(array([0.06620686]), array([0.11521956]))","(array([0.06322215]), array([0.11032075]))","(array([0.06030608]), array([0.10559253]))","(array([0.05748713]), array([0.10102549]))","(array([0.05481335]), array([0.09662835]))","(array([0.05234258]), array([0.09244185]))","(array([0.05012926]), array([0.08852728]))","(array([0.04820163]), array([0.08497287]))","(array([0.04658292]), array([0.08188407]))","(array([0.04528696]), array([0.07935497]))","(array([0.0443212]), array([0.07744867]))","(array([0.04368482]), array([0.07618893]))","(array([0.04336444]), array([0.07555547]))","(array([0.04334067]), array([0.07549183]))","(array([0.04359364]), array([0.0759307]))","(array([0.04410271]), array([0.07680756]))","(array([0.04484083]), array([0.07806447]))","(array([0.04577529]), array([0.07965093]))","(array([0.04687523]), array([0.08152394]))","(array([0.04811812]), array([0.08364498]))","(array([0.049486]), array([0.08597674]))","(array([0.05095772]), array([0.08847895]))","(array([0.05250746]), array([0.09110933]))","(array([0.05410672]), array([0.09383028]))","(array([0.0557277]), array([0.09660898]))","(array([0.05734699]), array([0.09941283]))","(array([0.05894465]), array([0.1022066]))","(array([0.0605029]), array([0.1049524]))","(array([0.06200467]), array([0.10761162]))","(array([0.06343456]), array([0.11014773]))","(array([0.06478027]), array([0.11252953]))","(array([0.0660326]), array([0.11473233]))","(array([0.06718516]), array([0.11673821]))","(array([0.0682343]), array([0.11853587]))","(array([0.06917709]), array([0.12012052]))","(array([0.07000805]), array([0.1214946]))"
(0.3155882262682727+0j),[0.00045168],[1.],[0.63687383],[1.],"(array([0.16413658]), array([0.28883422]))","(array([0.09335325]), array([0.16567259]))","(array([0.0931526]), array([0.16495507]))","(array([0.09269004]), array([0.16370496]))","(array([0.0919022]), array([0.16187948]))","(array([0.09073931]), array([0.15942661]))","(array([0.08917098]), array([0.15627249]))","(array([0.08717097]), array([0.15236847]))","(array([0.08474324]), array([0.14776109]))","(array([0.08194902]), array([0.14260706]))","(array([0.07889183]), array([0.13709138]))","(array([0.07568086]), array([0.13141283]))","(array([0.07242582]), array([0.12577098]))","(array([0.06919313]), array([0.12029656]))","(array([0.0660437]), array([0.11504558]))","(array([0.06298587]), array([0.11001151]))","(array([0.06001375]), array([0.10517269]))","(array([0.05715306]), array([0.10051786]))","(array([0.05444879]), array([0.09605327]))","(array([0.05195566]), array([0.09181651]))","(array([0.04972551]), array([0.0878651]))","(array([0.04778581]), array([0.08428457]))","(array([0.04615904]), array([0.08117791]))","(array([0.04485724]), array([0.07863751]))","(array([0.04388472]), array([0.07672475]))","(array([0.04323738]), array([0.07546154]))","(array([0.04290115]), array([0.074826]))","(array([0.04285916]), array([0.07476132]))","(array([0.04309508]), array([0.07520066]))","(array([0.04359069]), array([0.07608007]))","(array([0.04431949]), array([0.07734208]))","(array([0.04524889]), array([0.07893732]))","(array([0.04634874]), array([0.08082394]))","(array([0.04759815]), array([0.08296392]))","(array([0.04898064]), array([0.08532]))","(array([0.05047553]), array([0.08785124]))","(array([0.05205636]), array([0.09051435]))","(array([0.05369306]), array([0.09327143]))","(array([0.05535599]), array([0.09609032]))","(array([0.05701989]), array([0.09893954]))","(array([0.0586632]), array([0.10178495]))","(array([0.060267]), array([0.10458921]))","(array([0.06181359]), array([0.10731351]))","(array([0.06328703]), array([0.10992066]))","(array([0.06467489]), array([0.11237856]))","(array([0.06596773]), array([0.11466088]))","(array([0.06715801]), array([0.116747]))","(array([0.06824007]), array([0.1186222]))","(array([0.06920986]), array([0.12027829]))","(array([0.07006695]), array([0.12171396]))","(array([0.07080962]), array([0.12293514]))"
(0.3164680649767228+0j),[0.00055785],[1.],[0.64372896],[1.],"(array([0.16577017]), array([0.29152895]))","(array([0.09406807]), array([0.16659293]))","(array([0.09360321]), array([0.16533423]))","(array([0.0928011]), array([0.16347858]))","(array([0.09160842]), array([0.16096923]))","(array([0.08999113]), array([0.15772751]))","(array([0.08792048]), array([0.15370148]))","(array([0.08539973]), array([0.14893721]))","(array([0.08249113]), array([0.14359281]))","(array([0.07930039]), array([0.13785748]))","(array([0.0759429]), array([0.13194008]))","(array([0.07253988]), array([0.12605728]))","(array([0.06916998]), array([0.12035574]))","(array([0.06590063]), array([0.11489858]))","(array([0.0627419]), array([0.1096834]))","(array([0.05968813]), array([0.10469064]))","(array([0.05676306]), array([0.09990875]))","(array([0.05400902]), array([0.09534283]))","(array([0.0514778]), array([0.09102816]))","(array([0.0492187]), array([0.08701903]))","(array([0.04725876]), array([0.08339857]))","(array([0.04562004]), array([0.08026738]))","(array([0.04431242]), array([0.07771535]))","(array([0.04333453]), array([0.07579925]))","(array([0.0426761]), array([0.07453528]))","(array([0.04232323]), array([0.07389988]))","(array([0.04226331]), array([0.07383755]))","(array([0.04248364]), array([0.07428271]))","(array([0.04296782]), array([0.07517186]))","(array([0.04368961]), array([0.07644749]))","(array([0.04461651]), array([0.07806053]))","(array([0.04571921]), array([0.07996952]))","(array([0.04697845]), array([0.08213643]))","(array([0.04837908]), array([0.08452365]))","(array([0.04990075]), array([0.08708935]))","(array([0.05151624]), array([0.08978923]))","(array([0.05319406]), array([0.09258537]))","(array([0.05490302]), array([0.09544663]))","(array([0.05661604]), array([0.09834301]))","(array([0.05830952]), array([0.10124183]))","(array([0.05996325]), array([0.10410654]))","(array([0.06155899]), array([0.10689819]))","(array([0.06308054]), array([0.10957904]))","(array([0.06451575]), array([0.11211628]))","(array([0.0658557]), array([0.11448242]))","(array([0.06709189]), array([0.11665486]))","(array([0.06821636]), array([0.11861627]))","(array([0.06922185]), array([0.12035537]))","(array([0.07010686]), array([0.1218681]))","(array([0.07087593]), array([0.1231562]))","(array([0.07152981]), array([0.12422707]))"
(0.31740106336449875+0j),[0.00065629],[1.],[0.64997968],[1.],"(array([0.16724354]), array([0.29378659]))","(array([0.09463993]), array([0.16716817]))","(array([0.0938361]), array([0.16530367]))","(array([0.09262496]), array([0.16275604]))","(array([0.09096792]), array([0.15944051]))","(array([0.08883266]), array([0.15530019]))","(array([0.08622066]), array([0.15037904]))","(array([0.08319394]), array([0.14483499]))","(array([0.07985927]), array([0.1388602]))","(array([0.07633757]), array([0.13267319]))","(array([0.07276223]), array([0.12650883]))","(array([0.06922585]), array([0.12053258]))","(array([0.0658047]), array([0.11481768]))","(array([0.06251284]), array([0.1093687]))","(array([0.05934674]), array([0.10417079]))","(array([0.05632927]), array([0.09921419]))","(array([0.05350084]), array([0.0945045]))","(array([0.05091069]), array([0.09007601]))","(array([0.04860585]), array([0.08598066]))","(array([0.04661347]), array([0.08229992]))","(array([0.04495571]), array([0.07913254]))","(array([0.04363961]), array([0.07656478]))","(array([0.04265427]), array([0.07464349]))","(array([0.04198139]), array([0.0733756]))","(array([0.04160993]), array([0.07273852]))","(array([0.04153245]), array([0.07268028]))","(array([0.04173911]), array([0.07313669]))","(array([0.04221452]), array([0.07404402]))","(array([0.04293243]), array([0.07534373]))","(array([0.04386048]), array([0.07698586]))","(array([0.04497012]), array([0.0789283]))","(array([0.04624362]), array([0.08113234]))","(array([0.04766698]), array([0.08355955]))","(array([0.04921995]), array([0.0861669]))","(array([0.05087451]), array([0.08890923]))","(array([0.052598]), array([0.09174894]))","(array([0.0543579]), array([0.09465638]))","(array([0.05612504]), array([0.09760342]))","(array([0.05787348]), array([0.10055916]))","(array([0.05958171]), array([0.10348806]))","(array([0.0612312]), array([0.10635099]))","(array([0.06280552]), array([0.10910947]))","(array([0.06429329]), array([0.11173004]))","(array([0.0656869]), array([0.11418402]))","(array([0.06697702]), array([0.11644716]))","(array([0.06815309]), array([0.11850055]))","(array([0.06920436]), array([0.12033122]))","(array([0.07012623]), array([0.12193292]))","(array([0.07092391]), array([0.12330548]))","(array([0.07160572]), array([0.12445096]))","(array([0.07217171]), array([0.12537702]))"
(0.3183552032143258+0j),[0.00075692],[1.],[0.65567753],[1.],"(array([0.16853648]), array([0.2956245]))","(array([0.09502471]), array([0.16738392]))","(array([0.09380871]), array([0.16481979]))","(array([0.09212353]), array([0.16144813]))","(array([0.0899323]), array([0.15720533]))","(array([0.0872335]), array([0.15213139]))","(array([0.08408752]), array([0.14638226]))","(array([0.08060081]), array([0.14015134]))","(array([0.07689875]), array([0.13366576]))","(array([0.07312702]), array([0.12717897]))","(array([0.06939357]), array([0.12087782]))","(array([0.06578587]), array([0.1148489]))","(array([0.06232454]), array([0.10910699]))","(array([0.05901046]), array([0.10364513]))","(array([0.05586718]), array([0.09845775]))","(array([0.05293423]), array([0.09355316]))","(array([0.05025894]), array([0.08896629]))","(array([0.04788662]), array([0.08474802]))","(array([0.04584523]), array([0.08097949]))","(array([0.04415767]), array([0.07775834]))","(array([0.04282639]), array([0.07516465]))","(array([0.04182646]), array([0.07322815]))","(array([0.0411328]), array([0.07194634]))","(array([0.04074009]), array([0.07130216]))","(array([0.0406454]), array([0.07124841]))","(array([0.04084047]), array([0.07172157]))","(array([0.0413102]), array([0.07265654]))","(array([0.04202813]), array([0.07399246]))","(array([0.04296194]), array([0.07567694]))","(array([0.04408376]), array([0.07766596]))","(array([0.04537714]), array([0.07991937]))","(array([0.04682894]), array([0.08239734]))","(array([0.04841886]), array([0.08505543]))","(array([0.05011805]), array([0.08784772]))","(array([0.05189285]), array([0.09073749]))","(array([0.05370946]), array([0.09369707]))","(array([0.05553634]), array([0.09670048]))","(array([0.05734511]), array([0.09971885]))","(array([0.05911316]), array([0.10271768]))","(array([0.06082161]), array([0.10565755]))","(array([0.06245356]), array([0.10849917]))","(array([0.06399929]), array([0.11120851]))","(array([0.06545329]), array([0.11375527]))","(array([0.06680521]), array([0.11611331]))","(array([0.0680416]), array([0.11826295]))","(array([0.06914818]), array([0.12019116]))","(array([0.07011688]), array([0.12189102]))","(array([0.07095114]), array([0.1233609]))","(array([0.0716621]), array([0.12460055]))","(array([0.07225964]), array([0.12560952]))","(array([0.07274104]), array([0.12639883]))"
(0.31930432594765534+0j),[0.00087097],[1.],[0.66090051],[1.],"(array([0.16961427]), array([0.29704962]))","(array([0.0951785]), array([0.16719403]))","(array([0.09347918]), array([0.1637876]))","(array([0.09124318]), array([0.15945805]))","(array([0.08846472]), array([0.15423954]))","(array([0.08520111]), array([0.14828408]))","(array([0.08155689]), array([0.14178433]))","(array([0.07766049]), array([0.13497426]))","(array([0.07366934]), array([0.12812539]))","(array([0.06970767]), array([0.12144802]))","(array([0.06587637]), array([0.11504526]))","(array([0.06220547]), array([0.1089458]))","(array([0.05870299]), array([0.10315413]))","(array([0.0553951]), array([0.09767182]))","(array([0.05232188]), array([0.09251249]))","(array([0.04952979]), array([0.08771386]))","(array([0.04706317]), array([0.08332746]))","(array([0.04495174]), array([0.07943577]))","(array([0.04321923]), array([0.07613571]))","(array([0.0418601]), array([0.07349614]))","(array([0.04083281]), array([0.07152404]))","(array([0.04010987]), array([0.07021216]))","(array([0.03969261]), array([0.06955261]))","(array([0.03958075]), array([0.06950259]))","(array([0.03976623]), array([0.06999788]))","(array([0.04023361]), array([0.07097069]))","(array([0.04095612]), array([0.07235622]))","(array([0.04190133]), array([0.07409792]))","(array([0.04304176]), array([0.07614845]))","(array([0.04436194]), array([0.07846529]))","(array([0.04584923]), array([0.08100664]))","(array([0.04748306]), array([0.08372641]))","(array([0.04923376]), array([0.08657821]))","(array([0.05106676]), array([0.0895268]))","(array([0.05294694]), array([0.09254698]))","(array([0.05484031]), array([0.09561507]))","(array([0.05671606]), array([0.09870416]))","(array([0.05855043]), array([0.10178065]))","(array([0.06032363]), array([0.10480475]))","(array([0.06201819]), array([0.1077369]))","(array([0.06362776]), array([0.1105425]))","(array([0.06514931]), array([0.11318858]))","(array([0.06657089]), array([0.11564667]))","(array([0.06787598]), array([0.11789692]))","(array([0.06904707]), array([0.11992749]))","(array([0.07007241]), array([0.12173226]))","(array([0.07095251]), array([0.12330968]))","(array([0.07169876]), array([0.12465828]))","(array([0.07232668]), array([0.12577334]))","(array([0.0728445]), array([0.12665255]))","(array([0.07324831]), array([0.12731409]))"
(0.32023881196651366+0j),[0.00100539],[1.],[0.66574409],[1.],"(array([0.17043992]), array([0.29803449]))","(array([0.09505204]), array([0.16648996]))","(array([0.09278513]), array([0.16209349]))","(array([0.08993711]), array([0.1567432]))","(array([0.08656064]), array([0.15058516]))","(array([0.08275668]), array([0.14380916]))","(array([0.07865496]), array([0.13665378]))","(array([0.0744235]), array([0.12940698]))","(array([0.07020294]), array([0.12230342]))","(array([0.06610955]), array([0.11546575]))","(array([0.06218586]), array([0.10894034]))","(array([0.05845013]), array([0.10274725]))","(array([0.05493362]), array([0.0968986]))","(array([0.05167887]), array([0.09141645]))","(array([0.04873291]), array([0.08634398]))","(array([0.0461402]), array([0.08173547]))","(array([0.04393297]), array([0.07767647]))","(array([0.04213458]), array([0.07426196]))","(array([0.04072752]), array([0.07154367]))","(array([0.03965555]), array([0.06950585]))","(array([0.03889333]), array([0.06814291]))","(array([0.03844744]), array([0.06745725]))","(array([0.03831788]), array([0.06740884]))","(array([0.03849547]), array([0.06793115]))","(array([0.03896402]), array([0.06895218]))","(array([0.03969631]), array([0.07040154]))","(array([0.04065965]), array([0.07221654]))","(array([0.04182652]), array([0.07434494]))","(array([0.04318195]), array([0.07674087]))","(array([0.04471338]), array([0.07935996]))","(array([0.04639967]), array([0.08215426]))","(array([0.04821032]), array([0.08507726]))","(array([0.05010991]), array([0.08809581]))","(array([0.05206201]), array([0.09118763]))","(array([0.05403012]), array([0.09433129]))","(array([0.05598089]), array([0.09750149]))","(array([0.05788891]), array([0.10066537]))","(array([0.05973279]), array([0.10378308]))","(array([0.06149536]), array([0.1068155]))","(array([0.06317535]), array([0.10972699]))","(array([0.06477228]), array([0.11248081]))","(array([0.06627195]), array([0.11504539]))","(array([0.06765426]), array([0.11740135]))","(array([0.06889856]), array([0.11953923]))","(array([0.06998968]), array([0.12145477]))","(array([0.07092489]), array([0.12314764]))","(array([0.07171439]), array([0.12461643]))","(array([0.07237691]), array([0.12585345]))","(array([0.07292885]), array([0.12684856]))","(array([0.07337721]), array([0.1276075]))","(array([0.07370317]), array([0.12815117]))"
(0.3211720656155258+0j),[0.00116081],[1.],[0.67030894],[1.],"(array([0.17096603]), array([0.29847899]))","(array([0.09456928]), array([0.16513381]))","(array([0.09166547]), array([0.15966966]))","(array([0.08818504]), array([0.15331895]))","(array([0.08422365]), array([0.14626646]))","(array([0.07991032]), array([0.13875275]))","(array([0.07542172]), array([0.13107936]))","(array([0.07091402]), array([0.12350479]))","(array([0.06652025]), array([0.11617328]))","(array([0.0622986]), array([0.10915271]))","(array([0.05828119]), array([0.10248304]))","(array([0.0545074]), array([0.09619097]))","(array([0.05102471]), array([0.09031071]))","(array([0.04788259]), array([0.08489402]))","(array([0.04512686]), array([0.08000034]))","(array([0.04279245]), array([0.07571946]))","(array([0.04089997]), array([0.07214209]))","(array([0.0394182]), array([0.0692996]))","(array([0.0382814]), array([0.06715845]))","(array([0.03746864]), array([0.06571944]))","(array([0.03698895]), array([0.06499417]))","(array([0.03684026]), array([0.06494325]))","(array([0.03701119]), array([0.06549615]))","(array([0.03748446]), array([0.06657525]))","(array([0.03823242]), array([0.06810273]))","(array([0.03922177]), array([0.07000771]))","(array([0.04042444]), array([0.07223135]))","(array([0.04182533]), array([0.07472334]))","(array([0.04341139]), array([0.07743608]))","(array([0.04516055]), array([0.08031964]))","(array([0.04704139]), array([0.0833277]))","(array([0.04901766]), array([0.08642981]))","(array([0.05105161]), array([0.08960691]))","(array([0.05310414]), array([0.09283959]))","(array([0.05513896]), array([0.09610376]))","(array([0.05712835]), array([0.09936716]))","(array([0.05904908]), array([0.10259041]))","(array([0.06088555]), array([0.1057351]))","(array([0.06264292]), array([0.1087641]))","(array([0.06432358]), array([0.11163602]))","(array([0.06591037]), array([0.11431492]))","(array([0.06737847]), array([0.11678198]))","(array([0.06870391]), array([0.11903202]))","(array([0.06986873]), array([0.12106376]))","(array([0.07086738]), array([0.1228788]))","(array([0.07170837]), array([0.12447649]))","(array([0.07241202]), array([0.12584722]))","(array([0.07300065]), array([0.12697471]))","(array([0.07349035]), array([0.12785635]))","(array([0.07386847]), array([0.1285049]))","(array([0.07411914]), array([0.12893831]))"
(0.32214465415821913+0j),[0.00133223],[1.],[0.67469086],[1.],"(array([0.17111492]), array([0.29824162]))","(array([0.09365142]), array([0.16302668]))","(array([0.09008137]), array([0.15650059]))","(array([0.08597125]), array([0.14918062]))","(array([0.08144711]), array([0.14130641]))","(array([0.07669143]), array([0.13318905]))","(array([0.07187366]), array([0.12510839]))","(array([0.06714399]), array([0.117231]))","(array([0.06257931]), array([0.10964938]))","(array([0.05822962]), array([0.10242792]))","(array([0.05414614]), array([0.09561228]))","(array([0.05038442]), array([0.08925306]))","(array([0.04699864]), array([0.08341424]))","(array([0.04403726]), array([0.07816297]))","(array([0.04153749]), array([0.07359415]))","(array([0.03951533]), array([0.06979271]))","(array([0.03792739]), array([0.06677068]))","(array([0.03670383]), array([0.06448302]))","(array([0.03582801]), array([0.06293901]))","(array([0.03530808]), array([0.0621573]))","(array([0.03513779]), array([0.06209692]))","(array([0.03530264]), array([0.06268181]))","(array([0.03578412]), array([0.06382734]))","(array([0.03655414]), array([0.06544653]))","(array([0.03757846]), array([0.06745811]))","(array([0.03882784]), array([0.06979481]))","(array([0.04028622]), array([0.07240076]))","(array([0.04193936]), array([0.07522442]))","(array([0.0437638]), array([0.0782137]))","(array([0.04572695]), array([0.08132278]))","(array([0.04779171]), array([0.08452442]))","(array([0.04991891]), array([0.087803]))","(array([0.05206664]), array([0.09114076]))","(array([0.05419514]), array([0.09451435]))","(array([0.05627387]), array([0.09789218]))","(array([0.05827798]), array([0.10123549]))","(array([0.0601947]), array([0.10450639]))","(array([0.06203674]), array([0.10766611]))","(array([0.06380983]), array([0.1106682]))","(array([0.06549334]), array([0.11347084]))","(array([0.0670556]), array([0.11605506]))","(array([0.06846884]), array([0.11842181]))","(array([0.06971333]), array([0.12057413]))","(array([0.07078172]), array([0.12251632]))","(array([0.07168121]), array([0.12424921]))","(array([0.07243296]), array([0.12576206]))","(array([0.07306379]), array([0.12703347]))","(array([0.07359661]), array([0.12805389]))","(array([0.07402323]), array([0.12882993]))","(array([0.07432771]), array([0.1293723]))","(array([0.0745151]), array([0.12970253]))"
