Es,Sx,Sxx,Sy,Syy,PQ-50,PQ-49,PQ-48,PQ-47,PQ-46,PQ-45,PQ-44,PQ-43,PQ-42,PQ-41,PQ-40,PQ-39,PQ-38,PQ-37,PQ-36,PQ-35,PQ-34,PQ-33,PQ-32,PQ-31,PQ-30,PQ-29,PQ-28,PQ-27,PQ-26,PQ-25,PQ-24,PQ-23,PQ-22,PQ-21,PQ-20,PQ-19,PQ-18,PQ-17,PQ-16,PQ-15,PQ-14,PQ-13,PQ-12,PQ-11,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.36369739843419063+0j),[-3.91886663e-08],[1.],[0.55876074],[1.],"(array([0.12565587]), array([0.21764233]))","(array([0.06388242]), array([0.11064758]))","(array([0.06463357]), array([0.11194862]))","(array([0.06536754]), array([0.1132199]))","(array([0.06610969]), array([0.11450533]))","(array([0.06687445]), array([0.11582993]))","(array([0.06766867]), array([0.11720557]))","(array([0.06849487]), array([0.1186366]))","(array([0.06935155]), array([0.12012041]))","(array([0.07023003]), array([0.12164198]))","(array([0.07110126]), array([0.123151]))","(array([0.0719693]), array([0.12465449]))","(array([0.07283386]), array([0.12615196]))","(array([0.07369837]), array([0.12764933]))","(array([0.07456641]), array([0.12915281]))","(array([0.07543976]), array([0.13066551]))","(array([0.07630301]), array([0.1321607]))","(array([0.07713707]), array([0.13360534]))","(array([0.07785976]), array([0.13485707]))","(array([0.07845791]), array([0.13589309]))","(array([0.07889075]), array([0.1366428]))","(array([0.07912203]), array([0.13704339]))","(array([0.07913375]), array([0.13706369]))","(array([0.07893574]), array([0.13672071]))","(array([0.07854199]), array([0.13603871]))","(array([0.0779873]), array([0.13507797]))","(array([0.07731683]), array([0.13391667]))","(array([0.07655131]), array([0.13259075]))","(array([0.07571828]), array([0.13114791]))","(array([0.07483194]), array([0.12961271]))","(array([0.07389311]), array([0.12798662]))","(array([0.07291772]), array([0.12629718]))","(array([0.07189487]), array([0.12452555]))","(array([0.07082667]), array([0.12267537]))","(array([0.06971862]), array([0.12075617]))","(array([0.06858927]), array([0.11880009]))","(array([0.06747232]), array([0.11686546]))","(array([0.06641932]), array([0.1150416]))","(array([0.0654914]), array([0.11343441]))","(array([0.06474138]), array([0.11213534]))","(array([0.06418683]), array([0.11117483]))","(array([0.06380215]), array([0.11050854]))","(array([0.06353878]), array([0.11005237]))","(array([0.06335764]), array([0.10973863]))","(array([0.06323322]), array([0.10952312]))","(array([0.06313915]), array([0.10936018]))","(array([0.06307079]), array([0.1092418]))","(array([0.06300472]), array([0.10912736]))","(array([0.06292976]), array([0.10899753]))","(array([0.06286571]), array([0.10888659]))","(array([0.06277396]), array([0.10872767]))"
(0.36224539458522204+0j),[-3.88570486e-08],[1.],[0.55911408],[1.],"(array([0.12633198]), array([0.21881338]))","(array([0.06444016]), array([0.11161363]))","(array([0.06518159]), array([0.11289783]))","(array([0.0659309]), array([0.11419566]))","(array([0.06670249]), array([0.1155321]))","(array([0.0675033]), array([0.11691914]))","(array([0.06833612]), array([0.11836163]))","(array([0.06919993]), array([0.11985779]))","(array([0.07008652]), array([0.12139341]))","(array([0.07096695]), array([0.12291837]))","(array([0.07184531]), array([0.12443973]))","(array([0.07272113]), array([0.1259567]))","(array([0.07359761]), array([0.12747481]))","(array([0.07447807]), array([0.12899981]))","(array([0.075364]), array([0.13053428]))","(array([0.0762396]), array([0.13205087]))","(array([0.07708541]), array([0.13351586]))","(array([0.07781874]), array([0.13478602]))","(array([0.07842624]), array([0.13583824]))","(array([0.07886705]), array([0.13660174]))","(array([0.07910488]), array([0.13701368]))","(array([0.07912179]), array([0.13704296]))","(array([0.07892778]), array([0.13670692]))","(array([0.07853694]), array([0.13602998]))","(array([0.07798432]), array([0.1350728]))","(array([0.07731521]), array([0.13391386]))","(array([0.07655035]), array([0.1325891]))","(array([0.07571716]), array([0.13114596]))","(array([0.07482974]), array([0.1296089]))","(array([0.07388895]), array([0.1279794]))","(array([0.0729108]), array([0.12628519]))","(array([0.07188459]), array([0.12450774]))","(array([0.07081269]), array([0.12265116]))","(array([0.06970088]), array([0.12072545]))","(array([0.068568]), array([0.11876323]))","(array([0.0674481]), array([0.11682351]))","(array([0.06639343]), array([0.11499676]))","(array([0.06546622]), array([0.11339079]))","(array([0.06472041]), array([0.11209902]))","(array([0.06417425]), array([0.11115304]))","(array([0.06380216]), array([0.11050856]))","(array([0.0635551]), array([0.11008064]))","(array([0.06339325]), array([0.10980031]))","(array([0.06329029]), array([0.10962198]))","(array([0.06321904]), array([0.10949856]))","(array([0.06317416]), array([0.10942083]))","(array([0.06313124]), array([0.10934649]))","(array([0.06307815]), array([0.10925454]))","(array([0.06303356]), array([0.1091773]))","(array([0.06295669]), array([0.10904417]))","(array([0.06284187]), array([0.10884529]))"
(0.3608640016550332+0j),[-3.81690006e-08],[1.],[0.55979905],[1.],"(array([0.12700668]), array([0.21998199]))","(array([0.06500724]), array([0.11259583]))","(array([0.06576379]), array([0.11390621]))","(array([0.06654219]), array([0.11525446]))","(array([0.06734945]), array([0.11665267]))","(array([0.06818862]), array([0.11810615]))","(array([0.06905912]), array([0.11961391]))","(array([0.06995327]), array([0.12116262]))","(array([0.07084231]), array([0.12270248]))","(array([0.0717304]), array([0.1242407]))","(array([0.07261699]), array([0.12577632]))","(array([0.0735051]), array([0.12731458]))","(array([0.07439785]), array([0.12886085]))","(array([0.07529645]), array([0.13041728]))","(array([0.07618475]), array([0.13195587]))","(array([0.07704291]), array([0.13344224]))","(array([0.0777877]), array([0.13473226]))","(array([0.0784056]), array([0.1358025]))","(array([0.07885562]), array([0.13658195]))","(array([0.0791014]), array([0.13700765]))","(array([0.07912499]), array([0.1370485]))","(array([0.07893654]), array([0.13672209]))","(array([0.07855019]), array([0.13605292]))","(array([0.07800113]), array([0.13510192]))","(array([0.07733477]), array([0.13394775]))","(array([0.07657177]), array([0.13262618]))","(array([0.07573932]), array([0.13118434]))","(array([0.07485146]), array([0.12964652]))","(array([0.07390903]), array([0.12801419]))","(array([0.07292814]), array([0.12631523]))","(array([0.07189824]), array([0.1245314]))","(array([0.07082194]), array([0.12266719]))","(array([0.06970529]), array([0.12073308]))","(array([0.06856738]), array([0.11876217]))","(array([0.06744265]), array([0.11681407]))","(array([0.06638401]), array([0.11498046]))","(array([0.06545484]), array([0.11337108]))","(array([0.06471032]), array([0.11208154]))","(array([0.06416951]), array([0.11114483]))","(array([0.06380708]), array([0.11051707]))","(array([0.06357361]), array([0.1101127]))","(array([0.0634287]), array([0.10986171]))","(array([0.06334528]), array([0.10971721]))","(array([0.06329545]), array([0.1096309]))","(array([0.06327321]), array([0.10959239]))","(array([0.06325332]), array([0.10955794]))","(array([0.06322286]), array([0.10950518]))","(array([0.06319966]), array([0.109465]))","(array([0.06314166]), array([0.10936455]))","(array([0.06304131]), array([0.10919073]))","(array([0.06293529]), array([0.1090071]))"
(0.35950011730152437+0j),[-3.70765789e-08],[1.],[0.56079211],[1.],"(array([0.12771289]), array([0.22120518]))","(array([0.06562043]), array([0.11365792]))","(array([0.06640524]), array([0.11501724]))","(array([0.06721837]), array([0.11642563]))","(array([0.06806314]), array([0.11788882]))","(array([0.06893947]), array([0.11940665]))","(array([0.06984018]), array([0.12096674]))","(array([0.07073679]), array([0.12251971]))","(array([0.07163357]), array([0.12407298]))","(array([0.07252991]), array([0.1256255]))","(array([0.07342873]), array([0.12718229]))","(array([0.07433296]), array([0.12874847]))","(array([0.07524362]), array([0.13032578]))","(array([0.07614421]), array([0.13188564]))","(array([0.07701451]), array([0.13339305]))","(array([0.07777081]), array([0.134703]))","(array([0.07839937]), array([0.1357917]))","(array([0.07885906]), array([0.1365879]))","(array([0.0791134]), array([0.13702844]))","(array([0.07914442]), array([0.13708216]))","(array([0.07896234]), array([0.13676679]))","(array([0.07858131]), array([0.13610682]))","(array([0.07803661]), array([0.13516337]))","(array([0.07737366]), array([0.13401511]))","(array([0.07661299]), array([0.13269758]))","(array([0.0757815]), array([0.13125741]))","(array([0.07489315]), array([0.12971874]))","(array([0.07394879]), array([0.12808305]))","(array([0.07296456]), array([0.12637832]))","(array([0.0719301]), array([0.12458657]))","(array([0.0708482]), array([0.12271266]))","(array([0.06972516]), array([0.1207675]))","(array([0.06858035]), array([0.11878462]))","(array([0.06744853]), array([0.11682426]))","(array([0.0663833]), array([0.11497922]))","(array([0.06544914]), array([0.1133612]))","(array([0.06470257]), array([0.11206811]))","(array([0.06416365]), array([0.11113467]))","(array([0.06380743]), array([0.11051769]))","(array([0.06358438]), array([0.11013135]))","(array([0.06345356]), array([0.10990477]))","(array([0.0633873]), array([0.10978999]))","(array([0.06335705]), array([0.1097376]))","(array([0.0633562]), array([0.10973614]))","(array([0.06335877]), array([0.10974058]))","(array([0.06335113]), array([0.10972736]))","(array([0.06335045]), array([0.10972618]))","(array([0.06331371]), array([0.10966253]))","(array([0.0632322]), array([0.10952136]))","(array([0.06314096]), array([0.10936333]))","(array([0.06303729]), array([0.10918377]))"
(0.3581094579870953+0j),[-3.55690511e-08],[1.],[0.56209468],[1.],"(array([0.12848509]), array([0.22254268]))","(array([0.0662997]), array([0.11483444]))","(array([0.06711785]), array([0.11625152]))","(array([0.06796721]), array([0.11772266]))","(array([0.0688482]), array([0.11924858]))","(array([0.06975424]), array([0.12081789]))","(array([0.07065712]), array([0.12238172]))","(array([0.07156127]), array([0.12394776]))","(array([0.07246604]), array([0.12551486]))","(array([0.07337424]), array([0.12708791]))","(array([0.0742887]), array([0.1286718]))","(array([0.07521026]), array([0.130268]))","(array([0.07612214]), array([0.13184743]))","(array([0.07700379]), array([0.13337449]))","(array([0.07777102]), array([0.13470336]))","(array([0.0784099]), array([0.13580994]))","(array([0.07887912]), array([0.13662265]))","(array([0.07914207]), array([0.13707809]))","(array([0.07918066]), array([0.13714493]))","(array([0.07900517]), array([0.13684098]))","(array([0.07862969]), array([0.13619061]))","(array([0.07808953]), array([0.13525502]))","(array([0.07743007]), array([0.13411281]))","(array([0.0766716]), array([0.1327991]))","(array([0.07584072]), array([0.13135998]))","(array([0.07495126]), array([0.12981938]))","(array([0.0740041]), array([0.12817885]))","(array([0.07301545]), array([0.12646645]))","(array([0.07197507]), array([0.12466447]))","(array([0.07088595]), array([0.12277805]))","(array([0.06975463]), array([0.12081854]))","(array([0.0686007]), array([0.11881988]))","(array([0.06745927]), array([0.11684286]))","(array([0.06638451]), array([0.11498132]))","(array([0.06544201]), array([0.11334885]))","(array([0.06468968]), array([0.11204578]))","(array([0.06414873]), array([0.11110883]))","(array([0.06379482]), array([0.11049585]))","(array([0.06357848]), array([0.11012113]))","(array([0.06345842]), array([0.10991317]))","(array([0.06340643]), array([0.10982314]))","(array([0.06339345]), array([0.10980065]))","(array([0.06341229]), array([0.10983328]))","(array([0.06343628]), array([0.10987484]))","(array([0.0634512]), array([0.10990067]))","(array([0.06347359]), array([0.10993946]))","(array([0.06345967]), array([0.10991534]))","(array([0.06339988]), array([0.10981179]))","(array([0.06332829]), array([0.1096878]))","(array([0.06324036]), array([0.1095355]))","(array([0.06315063]), array([0.10938009]))"
(0.35666521638649346+0j),[-3.36770952e-08],[1.],[0.56373654],[1.],"(array([0.12934702]), array([0.2240356]))","(array([0.06705116]), array([0.11613602]))","(array([0.06790403]), array([0.11761323]))","(array([0.06878849]), array([0.11914515]))","(array([0.06969858]), array([0.12072147]))","(array([0.07060642]), array([0.1222939]))","(array([0.07151657]), array([0.12387033]))","(array([0.07242833]), array([0.12544954]))","(array([0.07334445]), array([0.12703631]))","(array([0.07426768]), array([0.12863539]))","(array([0.07519875]), array([0.13024806]))","(array([0.07612065]), array([0.13184483]))","(array([0.07701252]), array([0.13338961]))","(array([0.07778979]), array([0.13473588]))","(array([0.07843835]), array([0.13585921]))","(array([0.07891666]), array([0.13668767]))","(array([0.07918795]), array([0.13715755]))","(array([0.07923397]), array([0.13723727]))","(array([0.07906498]), array([0.13694456]))","(array([0.07869495]), array([0.13630365]))","(array([0.07815919]), array([0.13537568]))","(array([0.07750296]), array([0.13423906]))","(array([0.07674627]), array([0.13292844]))","(array([0.07591531]), array([0.13148916]))","(array([0.07502379]), array([0.12994501]))","(array([0.0740727]), array([0.12829767]))","(array([0.07307826]), array([0.12657524]))","(array([0.07203041]), array([0.12476032]))","(array([0.07093228]), array([0.1228583]))","(array([0.06979064]), array([0.12088091]))","(array([0.06862529]), array([0.11886246]))","(array([0.0674716]), array([0.11686421]))","(array([0.06638426]), array([0.11498089]))","(array([0.06542988]), array([0.11332784]))","(array([0.06466781]), array([0.1120079]))","(array([0.06412056]), array([0.11106004]))","(array([0.06376462]), array([0.11044353]))","(array([0.0635508]), array([0.11007319]))","(array([0.06343763]), array([0.10987717]))","(array([0.06339652]), array([0.10980596]))","(array([0.06339794]), array([0.10980842]))","(array([0.06343419]), array([0.10987121]))","(array([0.06347801]), array([0.10994712]))","(array([0.06351461]), array([0.1100105]))","(array([0.06356002]), array([0.11008916]))","(array([0.06356975]), array([0.11010601]))","(array([0.06353359]), array([0.11004337]))","(array([0.06348488]), array([0.10995902]))","(array([0.06341797]), array([0.10984312]))","(array([0.06334558]), array([0.10971775]))","(array([0.06328502]), array([0.10961286]))"
(0.35516373440985877+0j),[-3.14572791e-08],[1.],[0.56576141],[1.],"(array([0.13031095]), array([0.22570516]))","(array([0.06787261]), array([0.11755881]))","(array([0.06875951]), array([0.11909497]))","(array([0.06967257]), array([0.12067644]))","(array([0.07058425]), array([0.12225551]))","(array([0.07149922]), array([0.12384029]))","(array([0.0724167]), array([0.12542941]))","(array([0.07333939]), array([0.12702755]))","(array([0.07426998]), array([0.12863939]))","(array([0.07520919]), array([0.13026614]))","(array([0.07613981]), array([0.13187802]))","(array([0.07704076]), array([0.13343852]))","(array([0.07782716]), array([0.13480059]))","(array([0.0784847]), array([0.13593949]))","(array([0.07897164]), array([0.13678289]))","(array([0.07925096]), array([0.13726669]))","(array([0.07930422]), array([0.13735894]))","(array([0.07914158]), array([0.13707723]))","(array([0.07877685]), array([0.13644551]))","(array([0.07824527]), array([0.13552478]))","(array([0.07759192]), array([0.13439314]))","(array([0.07683647]), array([0.13308466]))","(array([0.07600463]), array([0.13164386]))","(array([0.07511003]), array([0.13009438]))","(array([0.07415378]), array([0.1284381]))","(array([0.07315214]), array([0.12670321]))","(array([0.07209524]), array([0.12487259]))","(array([0.07098634]), array([0.12295192]))","(array([0.06983241]), array([0.12095326]))","(array([0.06865343]), array([0.1189112]))","(array([0.06748497]), array([0.11688737]))","(array([0.0663821]), array([0.11497715]))","(array([0.06541233]), array([0.11329745]))","(array([0.06463647]), array([0.11195362]))","(array([0.06407847]), array([0.11098714]))","(array([0.06371586]), array([0.11035908]))","(array([0.06350001]), array([0.10998521]))","(array([0.06338941]), array([0.10979366]))","(array([0.06335524]), array([0.10973447]))","(array([0.06336762]), array([0.10975591]))","(array([0.06341841]), array([0.10984388]))","(array([0.06347984]), array([0.10995027]))","(array([0.06353658]), array([0.11004856]))","(array([0.06360422]), array([0.11016571]))","(array([0.06363766]), array([0.11022363]))","(array([0.06362612]), array([0.11020366]))","(array([0.06360239]), array([0.11016254]))","(array([0.06355996]), array([0.11008905]))","(array([0.06351046]), array([0.11000332]))","(array([0.06346932]), array([0.10993207]))","(array([0.06345154]), array([0.10990127]))"
(0.3536246107302284+0j),[-2.89731998e-08],[1.],[0.56820458],[1.],"(array([0.13138114]), array([0.2275588]))","(array([0.06875764]), array([0.11909173]))","(array([0.06967302]), array([0.12067721]))","(array([0.07058783]), array([0.12226171]))","(array([0.07150681]), array([0.12385343]))","(array([0.0724291]), array([0.12545088]))","(array([0.07335731]), array([0.12705859]))","(array([0.07429415]), array([0.12868125]))","(array([0.07524035]), array([0.13032011]))","(array([0.0761786]), array([0.1319452]))","(array([0.07708767]), array([0.13351976]))","(array([0.07788242]), array([0.13489631]))","(array([0.07854841]), array([0.13604983]))","(array([0.07904364]), array([0.1369076]))","(array([0.07933082]), array([0.13740501]))","(array([0.07939124]), array([0.13750965]))","(array([0.07923488]), array([0.13723884]))","(array([0.07887536]), array([0.13661614]))","(array([0.07834777]), array([0.13570231]))","(array([0.07769697]), array([0.13457509]))","(array([0.07694222]), array([0.13326783]))","(array([0.07610872]), array([0.13182416]))","(array([0.07521001]), array([0.13026755]))","(array([0.07424738]), array([0.12860022]))","(array([0.07323716]), array([0.12685046]))","(array([0.07216968]), array([0.12500153]))","(array([0.07104836]), array([0.12305935]))","(array([0.06988037]), array([0.12103632]))","(array([0.06868579]), array([0.11896725]))","(array([0.06750031]), array([0.11691394]))","(array([0.06637923]), array([0.11497217]))","(array([0.06539079]), array([0.11326014]))","(array([0.06459724]), array([0.11188567]))","(array([0.06402409]), array([0.11089294]))","(array([0.06365008]), array([0.11024515]))","(array([0.06342741]), array([0.10985947]))","(array([0.06331476]), array([0.10966436]))","(array([0.06328318]), array([0.10960965]))","(array([0.06330257]), array([0.10964325]))","(array([0.06336445]), array([0.10975041]))","(array([0.0634406]), array([0.10988231]))","(array([0.06351526]), array([0.11001163]))","(array([0.06360358]), array([0.11016461]))","(array([0.06365997]), array([0.11026227]))","(array([0.06367317]), array([0.11028514]))","(array([0.06367544]), array([0.11028908]))","(array([0.06365965]), array([0.11026173]))","(array([0.06363661]), array([0.11022182]))","(array([0.06362059]), array([0.11019407]))","(array([0.06362462]), array([0.11020106]))","(array([0.06365927]), array([0.11026107]))"
(0.3520839690310573+0j),[-2.62853661e-08],[1.],[0.57107391],[1.],"(array([0.13255647]), array([0.22959453]))","(array([0.06969534]), array([0.12071587]))","(array([0.07061314]), array([0.12230554]))","(array([0.07153588]), array([0.12390378]))","(array([0.07246258]), array([0.12550887]))","(array([0.07339576]), array([0.1271252]))","(array([0.07433817]), array([0.12875748]))","(array([0.0752906]), array([0.13040715]))","(array([0.07623573]), array([0.13204416]))","(array([0.07715226]), array([0.13363164]))","(array([0.07795489]), array([0.13502183]))","(array([0.07862904]), array([0.1361895]))","(array([0.07913246]), array([0.13706145]))","(array([0.07942753]), array([0.13757252]))","(array([0.07949519]), array([0.1376897]))","(array([0.07934519]), array([0.1374299]))","(array([0.07899089]), array([0.13681623]))","(array([0.07846717]), array([0.13590912]))","(array([0.07781863]), array([0.13478581]))","(array([0.07706408]), array([0.13347889]))","(array([0.07622815]), array([0.13203102]))","(array([0.07532431]), array([0.13046552]))","(array([0.07435408]), array([0.12878502]))","(array([0.07333388]), array([0.12701799]))","(array([0.07225432]), array([0.12514813]))","(array([0.07111901]), array([0.12318171]))","(array([0.0699353]), array([0.12113147]))","(array([0.06872339]), array([0.11903238]))","(array([0.06751897]), array([0.11694627]))","(array([0.06637739]), array([0.11496898]))","(array([0.06536741]), array([0.11321965]))","(array([0.06455263]), array([0.1118084]))","(array([0.06396017]), array([0.11078223]))","(array([0.06357018]), array([0.11010675]))","(array([0.0633359]), array([0.10970097]))","(array([0.0632164]), array([0.109494]))","(array([0.06318277]), array([0.10943574]))","(array([0.06320484]), array([0.10947397]))","(array([0.06327384]), array([0.10959348]))","(array([0.06336124]), array([0.10974486]))","(array([0.06345092]), array([0.10990019]))","(array([0.06355765]), array([0.11008505]))","(array([0.06363541]), array([0.11021973]))","(array([0.06367256]), array([0.11028408]))","(array([0.0637009]), array([0.11033318]))","(array([0.06371278]), array([0.11035376]))","(array([0.06371835]), array([0.1103634]))","(array([0.06373102]), array([0.11038535]))","(array([0.06376262]), array([0.11044008]))","(array([0.0638216]), array([0.11054224]))","(array([0.06391338]), array([0.11070121]))"
(0.35058262004246066+0j),[-2.34434171e-08],[1.],[0.57434499],[1.],"(array([0.13382894]), array([0.23179852]))","(array([0.07065601]), array([0.1223798]))","(array([0.07158291]), array([0.12398523]))","(array([0.07251423]), array([0.12559832]))","(array([0.07345241]), array([0.1272233]))","(array([0.07440021]), array([0.12886495]))","(array([0.07535862]), array([0.13052496]))","(array([0.07631032]), array([0.13217335]))","(array([0.07723404]), array([0.13377329]))","(array([0.07804441]), array([0.13517688]))","(array([0.07872675]), array([0.13635872]))","(array([0.07923852]), array([0.13724513]))","(array([0.07954172]), array([0.1377703]))","(array([0.07961688]), array([0.13790048]))","(array([0.07947347]), array([0.13765209]))","(array([0.0791245]), array([0.13704765]))","(array([0.07860461]), array([0.13614717]))","(array([0.07795808]), array([0.13502734]))","(array([0.07720322]), array([0.13371989]))","(array([0.07636409]), array([0.13226647]))","(array([0.07545406]), array([0.13069025]))","(array([0.07447494]), array([0.12899437]))","(array([0.0734433]), array([0.1272075]))","(array([0.07235008]), array([0.12531399]))","(array([0.07119914]), array([0.1233205]))","(array([0.0699981]), array([0.12124024]))","(array([0.06876725]), array([0.11910834]))","(array([0.06754223]), array([0.11698655]))","(array([0.06637824]), array([0.11497046]))","(array([0.06534436]), array([0.11317972]))","(array([0.06450532]), array([0.11172646]))","(array([0.06388986]), array([0.11066046]))","(array([0.06347964]), array([0.10994993]))","(array([0.06322917]), array([0.1095161]))","(array([0.06309807]), array([0.10928904]))","(array([0.06305764]), array([0.109219]))","(array([0.06307778]), array([0.10925389]))","(array([0.06314956]), array([0.10937821]))","(array([0.06324424]), array([0.10954221]))","(array([0.06334542]), array([0.10971747]))","(array([0.0634676]), array([0.10992908]))","(array([0.06356438]), array([0.11009671]))","(array([0.06362386]), array([0.11019973]))","(array([0.06367741]), array([0.11029248]))","(array([0.06371696]), array([0.11036098]))","(array([0.06375211]), array([0.11042188]))","(array([0.0637956]), array([0.1104972]))","(array([0.06385831]), array([0.11060582]))","(array([0.06394739]), array([0.11076012]))","(array([0.06406601]), array([0.11096556]))","(array([0.06421458]), array([0.11122291]))"
(0.3491562623853656+0j),[-2.04749552e-08],[1.],[0.57797611],[1.],"(array([0.13516944]), array([0.23412032]))","(array([0.07164515]), array([0.12409304]))","(array([0.07258193]), array([0.12571559]))","(array([0.07352571]), array([0.12735027]))","(array([0.07447933]), array([0.12900198]))","(array([0.07544394]), array([0.13067274]))","(array([0.07640235]), array([0.13233275]))","(array([0.07733341]), array([0.1339454]))","(array([0.07815174]), array([0.13536278]))","(array([0.07884258]), array([0.13655936]))","(array([0.07936313]), array([0.13746097]))","(array([0.07967494]), array([0.13800103]))","(array([0.07975806]), array([0.13814501]))","(array([0.07962159]), array([0.13790864]))","(array([0.07927815]), array([0.13731378]))","(array([0.07876211]), array([0.13641996]))","(array([0.07811733]), array([0.13530318]))","(array([0.07736166]), array([0.13399431]))","(array([0.07651849]), array([0.1325339]))","(array([0.07560113]), array([0.13094499]))","(array([0.07461172]), array([0.12923128]))","(array([0.07356699]), array([0.12742174]))","(array([0.07245833]), array([0.1255015]))","(array([0.07128994]), array([0.12347778]))","(array([0.0700698]), array([0.12136443]))","(array([0.06881834]), array([0.11919683]))","(array([0.06757116]), array([0.11703666]))","(array([0.06638318]), array([0.11497901]))","(array([0.0653235]), array([0.1131436]))","(array([0.06445779]), array([0.11164415]))","(array([0.06381628]), array([0.11053301]))","(array([0.06338214]), array([0.10978105]))","(array([0.06311131]), array([0.10931197]))","(array([0.06296414]), array([0.10905707]))","(array([0.06291226]), array([0.1089672]))","(array([0.0629258]), array([0.10899066]))","(array([0.06299579]), array([0.10911189]))","(array([0.06309343]), array([0.10928099]))","(array([0.06320212]), array([0.10946926]))","(array([0.06333618]), array([0.10970145]))","(array([0.06344896]), array([0.1098968]))","(array([0.06352836]), array([0.11003433]))","(array([0.06360541]), array([0.11016778]))","(array([0.0636717]), array([0.1102826]))","(array([0.06373639]), array([0.11039465]))","(array([0.06381162]), array([0.11052495]))","(array([0.06390753]), array([0.11069106]))","(array([0.06403023]), array([0.1109036]))","(array([0.06418145]), array([0.11116553]))","(array([0.06435919]), array([0.11147337]))","(array([0.06456021]), array([0.11182156]))"
(0.34782860077045075+0j),[-1.73885083e-08],[1.],[0.5819258],[1.],"(array([0.13658285]), array([0.23656844]))","(array([0.07266472]), array([0.12585899]))","(array([0.07361527]), array([0.12750539]))","(array([0.0745756]), array([0.12916873]))","(array([0.07554713]), array([0.13085147]))","(array([0.07651282]), array([0.1325241]))","(array([0.07745174]), array([0.13415035]))","(array([0.07827858]), array([0.13558247]))","(array([0.07897855]), array([0.13679486]))","(array([0.07950854]), array([0.13771282]))","(array([0.07982962]), array([0.13826896]))","(array([0.07992132]), array([0.13842778]))","(array([0.07979226]), array([0.13820425]))","(array([0.07945464]), array([0.13761947]))","(array([0.07894249]), array([0.13673239]))","(array([0.07829923]), array([0.13561823]))","(array([0.07754216]), array([0.13430695]))","(array([0.07669407]), array([0.13283801]))","(array([0.07576815]), array([0.13123427]))","(array([0.07476689]), array([0.12950003]))","(array([0.07370723]), array([0.12766464]))","(array([0.07258111]), array([0.12571415]))","(array([0.07139316]), array([0.12365656]))","(array([0.07015184]), array([0.12150652]))","(array([0.06887785]), array([0.11929992]))","(array([0.06760685]), array([0.11709848]))","(array([0.0663934]), array([0.11499672]))","(array([0.06530643]), array([0.11311404]))","(array([0.06441225]), array([0.11156526]))","(array([0.06374234]), array([0.11040495]))","(array([0.06328131]), array([0.10960642]))","(array([0.06298662]), array([0.109096]))","(array([0.06281942]), array([0.10880641]))","(array([0.0627518]), array([0.10868928]))","(array([0.06275427]), array([0.10869355]))","(array([0.06281791]), array([0.10880379]))","(array([0.06291401]), array([0.10897024]))","(array([0.06302593]), array([0.10916409]))","(array([0.06316788]), array([0.10940995]))","(array([0.06329309]), array([0.10962682]))","(array([0.06338937]), array([0.10979359]))","(array([0.06348748]), array([0.10996352]))","(array([0.06357877]), array([0.11012164]))","(array([0.06367204]), array([0.11028319]))","(array([0.06377894]), array([0.11046834]))","(array([0.06390894]), array([0.11069352]))","(array([0.06406732]), array([0.11096785]))","(array([0.06425467]), array([0.11129234]))","(array([0.06446739]), array([0.11166078]))","(array([0.06469963]), array([0.11206303]))","(array([0.06494643]), array([0.1124905]))"
